,diary_index,title_raw,value_raw,title,value,owner
2732,154,Number of roommates,0,,,diarist
2733,154,Rent,"$2,195. I live in a studio that is obscenely priced, but my building is safe. It's in sort of a sketchy neighborhood (the Tenderloin), but it's so central, it makes it worth it.",rent,2195,diarist
2734,154,Student Loan Payments,$325,student loan,325,diarist
2735,154,Utilities,$235,utilities,235,diarist
2736,154,MUNI + BART pass,$83,misc,83,diarist
2737,154,Phone Bill,$115,utilities,115,diarist
2738,154,Health Insurance,$268,health insurance,268,diarist
2739,154,High-Speed Internet,$60,utilities,60,diarist
2740,154,Netflix,$10,entertainment,10,diarist
2741,154,Tidal,$20,misc,20,diarist
2742,154,Savings,"At least $1,200 a month. I'm saving for grad school (I want to be a psychologist). I also pay taxes at the end of the year, so it's crucial that I save throughout the year so I don't get swamped.",savings,1200,diarist
2743,155,Industry,Librarian,industry,librarian,diarist
2744,155,Age,28,age,28,diarist
2745,155,Location,"Bushwick, Brooklyn",location,"new york, NY",diarist
2746,155,Salary,"$45,000",salary,45000,diarist
2747,155,Paycheck (2x a month),"around $1,100",monthly paycheck,2200,diarist
2748,155,Number Of Roommates,1,,,diarist
2749,155,Rent,"$1,000 (including heat & electricity)",rent,1000,diarist
2750,155,Internet,$25,utilities,25,diarist
2751,155,Cooking gas,around $8,misc,8,diarist
2752,155,Gym,$11,gym,11,diarist
2753,155,Transportation (Metrocard),$116.50,misc,116.5,diarist
2754,155,Student loans,"$213 minimum, but I usually pay $350-$400+",student loan,375,diarist
2755,155,Phone/Netflix,"$0 (on my family’s plan, and my parents generously refuse to take my money)",utilities,0,diarist
2756,156,Industry,Media & Information Services,industry,media & information services,diarist
2757,156,Age,29,age,29,diarist
2758,156,Location,London,location,"london, united kingdom",diarist
2759,156,Salary,"~$108,400 + annual bonus",salary,108400,diarist
2760,156,Paycheck Amount (1x a month),"~$5,348 (minus taxes, and 5% of my salary goes to my 401(k)/pension)",monthly paycheck,5348,diarist
2761,156,Household,Currently looking for a new flatmate,,,diarist
2762,156,Rent,"I pay around $1,373 for one bedroom in a two-bedroom flat ($2,630 for the whole apartment)",rent,1373,diarist
2763,156,Loan Payments,"None! While I officially have no student loans, I pay back my mother $750 monthly.",student loan,750,diarist
2764,156,Utilities,"$173 for internet, electric, and council tax",utilities,173,diarist
2765,156,Transportation,$180,misc,180,diarist
2766,156,Phone Bill,I pay my family’s cell-phone bill back in the U.S.: $125,utilities,125,diarist
2767,156,Health Insurance,,health insurance,0,diarist
2768,156,Hulu,$8,entertainment,8,diarist
2769,156,Spotify,$13,entertainment,13,diarist
2770,156,American University Radio,$10,misc,10,diarist
2771,157,Industry,Interior Design,industry,interior design,diarist
2772,157,Age,24,age,24,diarist
2773,157,Location,Manhattan,location,"new york, NY",diarist
2774,157,Salary,"$50,000, with a $3,000 bonus",salary,50000,diarist
2775,157,"Paycheck Amount (2x a month minus taxes, etc.)","$1,403",monthly paycheck,2806,diarist
2776,157,Number of roommates,1,,,diarist
2777,157,Rent,"$1,380",rent,1380,diarist
2778,157,Loan Payments,None! My parents just offered to pay off the last of them.,student loan,0,diarist
2779,157,Utilities,"internet and cable $35, electricity: $20",utilities,55,diarist
2780,157,Transportation,I live within walking distance of my office and walk most places. I fill up a $40 MetroCard about once a month.,misc,40,diarist
2781,157,Phone Bill,"$0, I’m still on my parent's plan",utilities,0,diarist
2782,157,Health Insurance,"$0, I’m still on my parent’s plan",health insurance,0,diarist
2783,157,Savings,"I don’t have any taken out of my paycheck, but I try to save around $100 a month. Some months more successfully than others. Though I recently decided to go back to school in the fall, so I’m trying to be more diligent about saving.",savings,100,diarist
2784,157,Renter’s insurance,$20 a month,misc,20,diarist
2785,157,ClassPass,"$125 (since I was a member when it raised its rates, I get to keep the $125 rate till my June billing cycle)",gym,125,diarist
2786,157,Spotify,$10 a month,entertainment,10,diarist
2787,158,Industry,Oil & Gas,industry,oil & gas,diarist
2788,158,Age,28,age,28,diarist
2789,158,Location,"Houston, TX",location,"houston, TX",diarist
2790,158,Salary,"$108,000 + 5% living supplement with up to 12% annual bonus. My husband’s salary is $120,000 with up to 8% annual bonus. We keep our finances separate though, so I really only have access to my salary, and we take turns paying for things.",salary,108000,diarist
2791,158,Paycheck Amount (2x a month),"$2,353.08 (after health care, taxes, parking, 401(k) and Roth IRA contributions, LTD insurance, and supplemental life insurance are taken out)",monthly paycheck,4706.16,diarist
2792,158,# of roommates,"two, a husband and an extremely needy labradoodle.",,,diarist
2793,158,Mortgage,"$1,750 mortgage payment. I currently pay all of it, since my husband is in an extremely pricey private business school, and we are trying to avoid taking out a loan; his salary covers the school payments.",mortgage,1750,diarist
2794,158,Utilities,Husband pays utility bills.,utilities,0,diarist
2795,158,Cable/Internet/Phone,"$270.37. We bundled our cable, internet, and home phone, and the cost is about equal to our utility bills. Yes, I know we are getting ripped off, but we love HBO and fast internet.",utilities,270.37,diarist
2796,158,Cell Phone Bill,"I pay my parents $50/month for my cell phone, which is still on the family plan.",utilities,50,diarist
2797,158,Transportation,"husband pays car insurance, $60/month for parking.",auto,60,diarist
2798,158,Health Insurance,"$40.60 for health and dental, plus $279.16 into an HSA each month. I pay an additional $16.28 for long-term disability and additional life insurance per month as well.",health insurance,40.6,diarist
2799,158,Savings,"$1,075 pre-tax into a 401k account, $1,031.22 into an after-tax Roth account (both taken directly from my paycheck), plus an additional $1,000 per month to personal savings from what I consider my “real” money",savings,3106.22,diarist
2800,158,Gym,"$30/month through work, plus $260/month in personal training sessions",gym,260,diarist
2801,158,Dog Day Care,$150/five weeks,misc,125,diarist
2802,158,Dog Grooming,$145,misc,145,diarist
2803,158,Amazon Prime,$89/year. So worth it.,misc,7.41666666666667,diarist
2804,159,Industry,Higher Education,industry,higher education,diarist
2805,159,Age,29,age,29,diarist
2806,159,Location,"Lakeview, Chicago",location,"chicago, IL",diarist
2807,159,Salary,"$42,000. My husband and I keep our finances separate, since he is trying to pay off the last few thousand of his student loans. His salary is around $45,000 base with commission. We split most joint costs.",salary,42000,diarist
2808,159,Paycheck Amount (2x a month),"$1133, minus taxes, health care, 403b, and commuter benefits.",monthly paycheck,2266,diarist
2809,159,# of roommates,"2, a husband, and a cat",,,diarist
2810,159,Rent,We are renting a one bedroom apartment. It’s $1435 per month (I pay $718).,rent,718,diarist
2811,159,Loan Payments,"~$400/month. I save $300 to cover tuition fees every month. I go to grad school part time and I receive a 75% tuition discount for working at the same school, up to $12,000 a year. Each course is approx. $3000, and my work covers 75% of that, so I pay around $750 every quarter out of pocket to avoid taking out loans. I also pay $100 per month towards my UK student loans, which are income assessed. I’ll never pay off these loans ($25,000) so I pay the minimum. After 25 years the UK government will clear the debt. I also currently have about $2,600 in credit card debt, which I'm trying to pay off every month whatever I can. I’ve been trying to reduce this for about a year but the debt kept increasing instead!",student loan,400,diarist
2812,159,Utilities,Internet $60 per month (I pay $30). Electricity $30 (I pay $15),utilities,45,diarist
2813,159,Transportation,$100 per month unlimited subway card. Comes out of my paycheck pre-tax.,misc,100,diarist
2814,159,Phone Bill,$30 a month to my father-in-law – I’m on the family plan.,utilities,30,diarist
2815,159,Health Insurance,"Medical $41, Dental $21, Vision $9, Retirement Match $160",health insurance,71,diarist
2816,159,Savings,"$7,000 in my 403b. The university pays 5% of eligible earnings (funded entirely by the university) and they match my contributions up to 5%, which is a pretty sweet deal. So I put 5% of the salary into my plan every month to get the most out of this benefit, and the university pays 10%.",savings,175,diarist
2817,159,Pet Insurance,$24 per month (I pay $12),misc,24,diarist
2818,159,Archie.co,$9 per month. I'm trying to generate traffic to my travel/lifestyle website,misc,9,diarist
2819,159,Netflix,$10 per month,entertainment,10,diarist
2820,159,Spotify,$5 per month (student discount price),entertainment,5,diarist
2821,159,Amazon Prime membership,$50 per year (my half $25),misc,2.08333333333333,diarist
2822,159,HBO,free (father-in-law's account),entertainment,0,diarist
2823,159,Renter’s Insurance,free (husband pays this $12 per month),misc,0,diarist
2824,160,Industry,Fashion Design,industry,fashion design,diarist
2825,160,Age,34,age,34,diarist
2826,160,Location,"Live in Brooklyn, work in Manhattan",location,"new york, NY",diarist
2827,160,Salary,"$70,000",salary,70000,diarist
2828,160,Paycheck Amount (2x a month),"$1,749, after taxes",monthly paycheck,3498,diarist
2829,160,# of roommates,1 (my boyfriend),,,diarist
2830,160,Rent,"$1,050",rent,1050,diarist
2831,160,Utilities,$100,utilities,100,diarist
2832,160,Transportation,$116.50 unlimited monthly Metrocard,misc,116.5,diarist
2833,160,Phone Bill,$100,utilities,100,diarist
2834,160,Health Insurance,$198,health insurance,198,diarist
2835,160,Vision Insurance,$17,health insurance,17,diarist
2836,160,Savings,$150 IRA and $100-$200 into my savings account,savings,300,diarist
2837,160,Boxing Gym,$145,gym,145,diarist
2838,160,Netflix and Hulu,$15.98,entertainment,15.98,diarist
2839,161,Professional Status,It’s complicated.,,,diarist
2840,161,Industry,Architecture,industry,architecture,diarist
2841,161,Age,21,age,21,diarist
2842,161,Location,NYC native in Berlin,location,"new york, NY",diarist
2843,161,Salary,"$15/hour, average, 18 hours per week during the school year. Although, when I explained to my supervisor that I was going on a month-long study-abroad trip, he told me that they wouldn't be able to hold the position for me while I was gone. They advised me to ask about the position when I get back to the states to see if there's ""room in the budget"" for another intern. But since I've left, they've terminated my email account and sent my last check home, so it doesn't seem like management wants me. It sucks, because I really enjoyed working with my team and I was getting comfortable there.",salary,30000,diarist
2844,161,Paycheck Amount (2x a month),~$430,monthly paycheck,860,diarist
2845,161,# of roommates,"I used to have four roommates in a two-bedroom in Harlem, but I’ve since moved back home to Queens, because I got tired of waking up at 6:30 a.m. to beat everyone to the bathroom (among other reasons).",,,diarist
2846,161,Rent,Berlin Airbnb with 2 others: $560 for my portion. (NYC rent was $365 each.),rent,560,diarist
2847,161,Transportation,$95.33 monthly pass,misc,95.33,diarist
2848,161,Phone Bill,$30,utilities,30,diarist
2849,161,Health Insurance,"$0 — Thanks, mom!",health insurance,0,diarist
2850,161,Spotify,$10,entertainment,10,diarist
2851,162,Industry,Freelance Marketing,industry,freelance marketing,diarist
2852,162,Age,22,age,22,diarist
2853,162,Location,"Shanghai, China",location,"shanghai, china",diarist
2854,162,Salary,"about $36,000; plus husband’s, a product development manager, $240,000",salary,36000,diarist
2855,162,Paycheck Amount,"$1,000-2,000 every two weeks, paid and stays in the U.S. My husband brings over $2,100 of his paycheck to China each month. The rest of his paycheck ($5,650) + $1,390 in rental income we make on the house we own and my entire paycheck stays in the U.S.",monthly paycheck,,diarist
2856,162,# of Roommates,": 2, my husband and our kitten",,,diarist
2857,162,Rent,"$333 (My husband’s expat contract gave us a $4,166 a month for rent, but we went over by $333, so we pay the difference.)",rent,333,diarist
2858,162,Mortgage,"$1,050 (on our house back home in Cleveland, OH)",mortgage,1050,diarist
2859,162,Utilities,"$121 in China (internet, electric, gas, and water); plus $250 in U.S. (for our tenants renting out our house)",utilities,371,diarist
2860,162,Phone Bill,"$90 in the U.S. (We kept our numbers on a low plan, but pay for my mom’s plan); plus $41 in China (my husband’s company covers his)",utilities,131,diarist
2861,162,Car Loan,"$400 (for our car back home, trying to sell it!)",auto,400,diarist
2862,162,Life Insurance,$300,misc,300,diarist
2863,162,Health Insurance,Husband’s plan covers,health insurance,0,diarist
2864,162,Retirement,$650,savings,650,diarist
2865,162,Housekeeper,: $83,misc,83,diarist
2866,162,Gym Membership,"$266 each, per year (paid)",gym,266,diarist
2867,162,Yoga Membership,"$1,750 per year (paid)",gym,145.833333333333,diarist
2868,162,"Hulu, Netflix, Spotify, & VPN",$36,entertainment,36,diarist
2869,162,Money for Travel Savings Account,"$1,325",savings,,diarist
2870,162,Transportation,"Husband’s company pays for our driver. Most companies that bring foreigners overseas to work under an expat contract won’t allow the foreigner to drive in the country. If the foreigner gets in an accident, the costs could end up falling on the company, so they prefer to provide their expat workers with drivers to avoid any complications.",,,diarist
2871,163,Industry,Creative,industry,creative,diarist
2872,163,Location,Lives in Brooklyn; works in Midtown,location,"new york, NY",diarist
2873,163,Salary,"$65,000",salary,65000,diarist
2874,163,Age,27,age,27,diarist
2875,163,Loan Payments,$185.61,student loan,185.61,diarist
2876,163,"Rent, utilities, and internet","$1,373.89",rent,1373.89,diarist
2877,163,"$10.40 gym (monthly — I wish I could say I actually go regularly, but I don't)",$40.76 for gym annual fee,gym,10.4,diarist
2878,164,Industry,Media,industry,media,diarist
2879,164,Location,New York City,location,"new york, NY",diarist
2880,164,Salary,"$120,000",salary,120000,diarist
2881,164,Age,27,age,27,diarist
2882,164,Roommates,1,,,diarist
2883,164,Mortgage,$952.23,mortgage,952.23,diarist
2884,164,Monthly Maintenance,$718.42,misc,718.42,diarist
2885,164,Internet,$40,utilities,40,diarist
2886,164,Utilities,$54,utilities,54,diarist
2887,165,Industry,Media,industry,media,diarist
2888,165,Location,"Williamsburg, Brooklyn",location,"new york, NY",diarist
2889,165,Number of Roommates,2,,,diarist
2890,165,Salary,"$40,000",salary,40000,diarist
2891,165,Age,28,age,28,diarist
2892,165,Rent,$900,rent,900,diarist
2893,165,Utilities,$100,utilities,100,diarist
2894,166,Industry,Tech,industry,tech,diarist
2895,166,Location,Lives in West Hollywood; works on Melrose,location,"los angeles, CA",diarist
2896,166,Salary,"$32,000",salary,32000,diarist
2897,166,Age,24,age,24,diarist
2898,166,Roommates,1,,,diarist
2899,166,"Rent, utilities, and internet",$900,rent,900,diarist
2900,166,Car payment,$288,auto,288,diarist
2901,166,Car insurance,$80,auto,80,diarist
2902,167,Industry,Media,industry,media,diarist
2903,167,Location,"Astoria, Queens",location,"new york, NY",diarist
2904,167,Salary,"$43,000",salary,43000,diarist
2905,167,Age,28,age,28,diarist
2906,167,Roommates,1,,,diarist
2907,167,Rent & utilities,"$1,000",rent,1000,diarist
2908,167,New gym membership,$40/month,gym,40,diarist
2909,167,Monthly MTA card,$116.50,misc,116.5,diarist
2910,168,Industry,Fashion,industry,fashion,diarist
2911,168,Location,"Manhattan, New York City",location,"new york, NY",diarist
2912,168,Number of Roommates,2,,,diarist
2913,168,Salary,"$65,000",salary,65000,diarist
2914,168,Age,25,age,25,diarist
2915,168,Rent,"$1,325",rent,1325,diarist
2916,168,"Utilities (Electricity, etc.)",$80,utilities,80,diarist
2917,168,Transportation,$116.50 (Monthly MTA),misc,116.5,diarist
2918,168,Phone Bill,N/A (On parents' plan),utilities,0,diarist
2919,168,Equinox Membership,$160,gym,160,diarist
2920,168,Kim Kardashian West App,$2.99,misc,2.99,diarist
2921,169,Industry,Advertising,industry,advertising,diarist
2922,169,Location,"Portland, OR",location,"portland, OR",diarist
2923,169,Salary,"$60,000",salary,60000,diarist
2924,169,Age,26,age,26,diarist
2925,169,Roommates,1 (my fiancée),,,diarist
2926,169,Rent,$625,rent,625,diarist
2927,169,Utilities,$25,utilities,25,diarist
2928,169,Gym,$29.99,gym,29.99,diarist
2929,170,Industry,Tech,industry,tech,diarist
2930,170,Location,"Austin, TX",location,"austin, TX",diarist
2931,170,Salary,"$52,500",salary,52500,diarist
2932,170,Age,26,age,26,diarist
2933,170,Roommates,2,,,diarist
2934,170,"Rent, utilities, and internet",$750,rent,750,diarist
2935,170,Student loans,$318.67,student loan,318.67,diarist
2936,170,Car insurance and gas,$130,auto,130,diarist
2937,170,Cell phone,$75,utilities,75,diarist
2938,171,Industry,Teacher,industry,teacher,diarist
2939,171,Location,"Saratoga County, NY",location,"upstate, NY",diarist
2940,171,Salary,"$75,000 (combined with husband's, $240,000)",salary,75000,diarist
2941,171,Age,31,age,31,diarist
2942,171,Family members,4 (including self),,,diarist
2943,171,Mortgage on House,"$2,800",mortgage,2800,diarist
2944,171,Mortgage on rental property,"$1,700",misc,1700,diarist
2945,171,Acura MDX payment,$635.52,auto,635.52,diarist
2946,171,Childcare,"$1,740",childcare,1740,diarist
2947,171,"Cell phone, utilities",~$500,utilities,500,diarist
2948,172,Industry,Tech,industry,tech,diarist
2949,172,Location,"Lives in San Jose, CA, works in Mountain View, CA",location,"san jose, CA",diarist
2950,172,Salary,"$80,000 base + $60,000-80,000 commission",salary,80000,diarist
2951,172,Age,27,age,27,diarist
2952,172,Roommates,"2 (I’m the ""landlord"")",,,diarist
2953,172,Rent From Tenant of Mortgage 1,"$1,875",income,1875,diarist
2954,172,Rent From Tenant of Mortgage 2,"$2,500",income,2500,diarist
2955,172,Mortgage 1,$1722.09,mortgage,1722.09,diarist
2956,172,Mortgage 2,$1574.21,mortgage,1574.21,diarist
2957,172,Internet/Cable,$41.42,utilities,41.42,diarist
2958,172,Utilities,$20,utilities,20,diarist
2959,172,Housing Association,$309,misc,309,diarist
2960,172,Water & Garbage,$103.89,utilities,103.89,diarist
2961,172,Gym Membership,$29.99,gym,29.99,diarist
2962,173,Industry,Social Work,industry,social work,diarist
2963,173,Age,28,age,28,diarist
2964,173,Location,"Iowa City, IA",location,"iowa city, IA",diarist
2965,173,Salary,"$46,000",salary,46000,diarist
2966,173,# of roommates,0,,,diarist
2967,173,Rent,$565,rent,565,diarist
2968,173,Student loan payments,$467,student loan,467,diarist
2969,173,TV/Internet,$56,utilities,56,diarist
2970,173,Electricity,~$20,utilities,20,diarist
2971,173,Phone bill,$45,utilities,45,diarist
2972,173,Retirement fund,~$280,savings,280,diarist
2973,174,Industry,Startup/Content Marketing,industry,startup/content marketing,diarist
2974,174,Age,25,age,25,diarist
2975,174,Location,"Los Angeles, CA (live in West Hollywood, work in Santa Monica)",location,"los angeles, CA",diarist
2976,174,Salary,"$73,000 as a contractor, plus $10 to $20K as a freelancer",salary,73000,diarist
2977,174,# of roommates,One (My boyfriend),,,diarist
2978,174,Rent,"$850 ($1,600 a month for a one-bedroom, rent-controlled apartment. I pay more because my boyfriend drives me to work three mornings a week. It’s a great deal.)",rent,850,diarist
2979,174,Student loan payments,$500,student loan,500,diarist
2980,174,Utilities,$60 (electric and gas; my boyfriend pays for internet),utilities,60,diarist
2981,174,Transportation,"Varies — I don't have a car in L.A. I know, shocking. I moved from San Francisco and then New York, so I never got around to it and I am reluctant of the payment, gas, insurance, parking, and added responsibility.",,,diarist
2982,174,Phone Bill,$75,utilities,75,diarist
2983,174,Health Insurance,"$200 (I am a contractor, I don’t have insurance through work.)",health insurance,200,diarist
2984,174,ClassPass,$99,gym,99,diarist
2985,174,Spotify Premium,$9.99,entertainment,9.99,diarist
2986,174,QuickBooks,$8.00,misc,8,diarist
2987,175,Industry,Media,industry,media,diarist
2988,175,Age,24,age,24,diarist
2989,175,Location,"New York, NY",location,"new york, NY",diarist
2990,175,Salary,"$55,000",salary,55000,diarist
2991,175,# of roommates,Two,,,diarist
2992,175,Rent,$952,rent,952,diarist
2993,175,Loan payments,$158,student loan,158,diarist
2994,175,Utilities,~$23,utilities,23,diarist
2995,175,Transportation,~$130 per month ($116 for monthly subway card plus at least one trip to Connecticut),misc,130,diarist
2996,176,Industry,Finance,industry,finance,diarist
2997,176,Location,Singapore,location,"singapore, singapore",diarist
2998,176,Salary,"$117,850 (based on current exchange rate of USD/SGD: 1.4)",salary,117850,diarist
2999,176,Age,29,age,29,diarist
3000,176,Roommates,1 (husband and dog),,,diarist
3001,176,Rent,"$1,780 (split 50/50 with my husband)",rent,1780,diarist
3002,176,Utilities,"$300 (50% water and electricity, 50% mobile bills)",utilities,300,diarist
3003,177,Industry,Architecture,industry,architecture,diarist
3004,177,Age,30,age,30,diarist
3005,177,Location,Brooklyn (Works in Manhattan),location,"new york, NY",diarist
3006,177,Salary,"$100,000 base + $15,000 bonus",salary,100000,diarist
3007,177,# of roommates,0,,,diarist
3008,177,Rent,"$1275.00 for a studio (It's a teeny place and has its flaws, but I refuse to move since the rent is so cheap.)",rent,1275,diarist
3009,177,Loan payments,$225.00,student loan,225,diarist
3010,177,Utilities,$40 (electricity); $90.88 (internet); $18 (gas),utilities,40,diarist
3011,177,Gym,$60,gym,60,diarist
3012,177,Transportation,"$116.50, through TransitChek",misc,116.5,diarist
3013,177,Phone Bill,$120.31,utilities,120.31,diarist
3014,177,Savings,$100 a month into a Roth IRA; $500 a month into a savings account. My goal is to save $10K a year for five years to help with a down payment on an apartment.,savings,600,diarist
3015,177,Hulu,: $8.70 (I dropped cable over the summer and do my TV watching through Hulu now.),entertainment,8.7,diarist
3016,177,50 GB iCloud plan,$0.99 a month,misc,0.99,diarist
3017,177,Renters Insurance,$249.00 (required by my building),misc,249,diarist
3018,178,Industry,Healthcare,industry,healthcare,diarist
3019,178,Age,22,age,22,diarist
3020,178,Location,Boston,location,"boston, MA",diarist
3021,178,Salary,"$14,000",salary,14000,diarist
3022,178,# Of Roommates,Two,,,diarist
3023,178,Rent,$600,rent,600,diarist
3024,178,Gym membership,$2.50 per month.,gym,2.5,diarist
3025,178,Loan Payments,$0. The program that I work for rewards educational grants for student loans.,student loan,0,diarist
3026,178,Utilities,~$30 after being split three ways.,utilities,30,diarist
3027,178,Transportation,"$75 per month for an MBTA pass, expensed by the program.",misc,75,diarist
3028,178,Phone bill,$40 per month. I use last year's tax return for this.,utilities,40,diarist
3029,178,Health Insurance,"$0, covered under my parents until I turn 26.",health insurance,0,diarist
3030,179,Industry,Fashion,industry,fashion,diarist
3031,179,Location,"Lives in Astoria, NY, works in Midtown, Manhattan",location,"new york, NY",diarist
3032,179,Salary,"$42,000",salary,42000,diarist
3033,179,Biweekly Paycheck,"$1,240",monthly paycheck,2480,diarist
3034,179,Age,22,age,22,diarist
3035,179,Roommates,1,,,diarist
3036,179,Rent,"$1,000",rent,1000,diarist
3037,179,Loan Payments,$194,student loan,194,diarist
3038,179,Internet,$50 (I pay this myself because my roommate doesn't use it),utilities,50,diarist
3039,179,Electric & Gas,$30 a person,utilities,30,diarist
3040,179,Monthly Metro Card,$116.50,misc,116.5,diarist
3041,179,Phone Bill,$0 (I'm on my parents' plan),utilities,0,diarist
3042,179,Health Insurance,$145,health insurance,145,diarist
3043,179,Spotify Premium,"$4.99, with a student discount",entertainment,4.99,diarist
3044,179,Squarespace,$10,misc,10,diarist
3045,180,Industry,"Government Affairs, Lobbyist",industry,"government affairs, lobbyist",diarist
3046,180,Age,34,age,34,diarist
3047,180,Location,"Washington, D.C. (work); Arlington, VA (home)",location,"washington, DC",diarist
3048,180,Salary,"$80,000 + $80,000 (husband)",salary,80000,diarist
3049,180,Paycheck Amount (2x a month),"$3,333.33",monthly paycheck,6666.66,diarist
3050,180,Household,"Husband (35), son (2.5)",,,diarist
3051,180,Rent,"$1,700 for a two-bedroom, one bath",rent,1700,diarist
3052,180,Daycare,"$1,500",childcare,1500,diarist
3053,180,Loan Payments,$0! Paid it off last month.,student loan,0,diarist
3054,180,Utilities,$150,utilities,150,diarist
3055,180,Transportation,$115 (parking),misc,115,diarist
3056,180,Phone Bill,"I share a family plan with my in-laws, so my portion is $50.",utilities,50,diarist
3057,180,Health Insurance,On my husband's plan,health insurance,0,diarist
3058,180,Google 10GB storage,$1.99,misc,1.99,diarist
3059,181,Occupation,CPA,occupation,cpa,diarist
3060,181,Industry,Finance,industry,finance,diarist
3061,181,Age,29,age,29,diarist
3062,181,Location,New York City,location,"new york, NY",diarist
3063,181,Salary,"$130,000",salary,130000,diarist
3064,181,Paycheck,"$2,523 (net of benefits plus 401(k) contribution of $1,000 per paycheck)",monthly paycheck,5046,diarist
3065,181,Roommates,0,,,diarist
3066,181,Mortgage,$926.24,mortgage,926.24,diarist
3067,181,Maintenance + utilities (gas & electric) + assessment,"$1,261.36",misc,1261.36,diarist
3068,181,Cell phone,$54.01,utilities,54.01,diarist
3069,181,Cable & internet,$120.10,utilities,120.1,diarist
3070,181,Transit,$116.50,misc,116.5,diarist
3071,181,Equinox membership,$195.00,gym,195,diarist
3072,182,Industry,Music/Media,industry,music/media,diarist
3073,182,Age,26,age,26,diarist
3074,182,Location,"Sydney, Australia",location,"sydney, australia",diarist
3075,182,Salary,"$47,625, plus about $2k-$4k as a freelancer",salary,47625,diarist
3076,182,Biweekly Paycheck Amount,"$1,568 (after tax)",monthly paycheck,3136,diarist
3077,182,# of Roommates,: 2,,,diarist
3078,182,Rent,$777,rent,777,diarist
3079,182,Student Loan Repayments,$144,student loan,144,diarist
3080,182,Utilities,"Paid quarterly, but works out to ~$23 a month",utilities,23,diarist
3081,182,Phone Bill,$91.44 (but work covers a third of it),utilities,91.44,diarist
3082,182,Gym Membership,$86.87,gym,86.87,diarist
3083,182,Dental Repayments,"$76.20 (I am paying off a $1,524 dentist bill in monthly installments)",misc,76.2,diarist
3084,182,Netflix,$6.86,entertainment,6.86,diarist
3085,183,Industry,Technology,industry,technology,diarist
3086,183,Age,30,age,30,diarist
3087,183,Location,"Milwaukee, WI",location,"milwaukee, WI",diarist
3088,183,Salary,"$46,000 (+ husband's $38,000)",salary,46000,diarist
3089,183,Paycheck Amount (Every Two Weeks),": $1,250",monthly paycheck,2500,diarist
3090,183,# of roommates,"2 (husband, 30, and dog, 6)",,,diarist
3091,183,Mortgage,"$1,092 (actual payment is $992 + $100 extra toward principal loan amount) for 3 bedroom, 1.5 bath house. My husband and I split the mortgage, so my portion is $546.",mortgage,1092,diarist
3092,183,Utilities,"Energy, $139; internet, $58; water, $60",utilities,257,diarist
3093,183,Transportation,~$40 for gas,auto,40,diarist
3094,183,Phone Bill,$0 (I'm on my parents' family plan and they won't let me pay them!),utilities,0,diarist
3095,183,Gym,$95,gym,95,diarist
3096,183,Health Insurance,"$82.55 (health, dental, and vision just for me)",health insurance,82.55,diarist
3097,183,Savings,$200 automatic transfer from checking to savings (my husband and I have separate checking accounts but a combined savings account),savings,200,diarist
3098,183,Car & Homeowners Insurance,~$200/month,misc,200,diarist
3099,184,Industry,Women’s Health Tech,industry,women’s health tech,diarist
3100,184,Role,Social Media Manager,occupation,social media and marketing manager,diarist
3101,184,Age,27,age,27,diarist
3102,184,Location,"Boston, MA",location,"boston, MA",diarist
3103,184,Roommates,4,,,diarist
3104,184,Salary,"$44,000",salary,44000,diarist
3105,184,"Paycheck Amount (Monthly, post-taxes, etc.)","$2,800",monthly paycheck,2800,diarist
3106,184,Rent,"$0 (I live with my boyfriend and his friends. The rent itself is dirt-cheap, about $400 per person, but they haven't asked me for rent. It started as me staying over often, then every night, then slowly amassing my things there until it was just like, ""You live here."" It's very chill.)",rent,0,diarist
3107,184,Car Loan,$150,auto,150,diarist
3108,184,Credit Card Payments,$500,credit,500,diarist
3109,184,Phone Bill,$135,utilities,135,diarist
3110,184,Spotify/Netflix,$19,entertainment,19,diarist
3111,184,Gym membership,$100,gym,100,diarist
3112,185,Industry,"Marketing, freelance",industry,"marketing, freelance",diarist
3113,185,Age,29,age,29,diarist
3114,185,Location,"Williamsburg, Brooklyn",location,"new york, NY",diarist
3115,185,Salary,"$30,000-42,000 (I consistently work for a non-profit part-time, and then pick up freelance projects the other half of my time)",salary,46000,diarist
3116,185,Paycheck Amount (monthly before taxes),"$2,500-3,500 (on a good month)",monthly paycheck,3000,diarist
3117,185,# of roommates,1 (and a dog),,,diarist
3118,185,Rent,"$1,450",rent,1450,diarist
3119,185,Loan Payments,$400,student loan,400,diarist
3120,185,Utilities,$17 for Time Warner (just internet) + $32 for ConEd,utilities,49,diarist
3121,185,Transportation,$60 for the subway,misc,60,diarist
3122,185,Phone Bill,"$40-50 (I use Google’s ProjectFi for my cell phone service provider and it varies per month, based on data usage)",utilities,45,diarist
3123,185,Health Insurance,$126 Oscar Health,health insurance,126,diarist
3124,185,Spotify,$5 (still on student membership),entertainment,5,diarist
3125,185,Hulu,$8,entertainment,8,diarist
3126,186,Industry,Education and floral,industry,education and floral,diarist
3127,186,Age,24,age,24,diarist
3128,186,Location,San Mateo County,location,"san jose, CA",diarist
3129,186,Salary,$44K plus about $10k for freelance floral and other side/summer jobs,salary,44000,diarist
