,diary_index,title,value
2717,153,Age,23
2718,153,Location,"Park City, UT (most of the time)"
2719,153,Salary,"$24,000, but that’s a pretty rough estimate. Some months I’m making nothing, and others I’m making up to $3,500."
2720,153,Paycheck Amount (every two weeks),"$0-$1,000, depending on how many jobs I have at the time"
2721,153,# of roommates,Two (my aunt and uncle)
2722,153,Rent,"Currently $0, but when I was living with my aunt and uncle, I was paying $300, which is a steal for Park City!"
2723,153,Utilities,$0
2724,153,Transportation,"$0 on my bike, save for having to buy the occasional new tube or other part."
2725,153,Phone Bill,On my parents' phone plan
2726,153,Health Insurance,On my parents' health insurance
2727,154,Industry,"Webcam modeling. Mostly on MyFreeCams, but I also sell picture sets, custom videos, and sometimes get gifts through Amazon WishLists, but nothing too crazy. Some girls get designer bags and stuff, but I put stuff like books on mine."
2728,154,Age,23
2729,154,Location,"San Francisco, CA"
2730,154,Salary,$90k on average
2731,154,Paycheck Amount,"It varies. This week, I earned $4,188.95, which was extremely lucrative. Last week, I only made $400 total. It comes in waves; checks are slightly bigger or smaller depending on how much I work in a pay period."
2732,154,Number of roommates,0
2733,154,Rent,"$2,195. I live in a studio that is obscenely priced, but my building is safe. It's in sort of a sketchy neighborhood (the Tenderloin), but it's so central, it makes it worth it."
2734,154,Student Loan Payments,$325
2735,154,Utilities,$235
2736,154,MUNI + BART pass,$83
2737,154,Phone Bill,$115
2738,154,Health Insurance,$268
2739,154,High-Speed Internet,$60
2740,154,Netflix,$10
2741,154,Tidal,$20
2742,154,Savings,"At least $1,200 a month. I'm saving for grad school (I want to be a psychologist). I also pay taxes at the end of the year, so it's crucial that I save throughout the year so I don't get swamped."
2743,155,Industry,: Higher education (librarian)
2744,155,Age,28
2745,155,Location,"Bushwick, Brooklyn"
2746,155,Salary,"$45,000"
2747,155,Paycheck (2x a month),"around $1,100"
2748,155,Number Of Roommates,1
2749,155,Rent,"$1,000 (including heat & electricity)"
2750,155,Internet,$25
2751,155,Cooking gas,around $8
2752,155,Gym,$11
2753,155,Transportation (Metrocard),$116.50
2754,155,Student loans,"$213 minimum, but I usually pay $350-$400+"
2755,155,Phone/Netflix,"$0 (on my family’s plan, and my parents generously refuse to take my money)"
2756,156,Industry,Media & Information Services
2757,156,Age,29
2758,156,Location,London
2759,156,Salary,"~$108,400 + annual bonus"
2760,156,Paycheck Amount (1x a month),"~$5,348 (minus taxes, and 5% of my salary goes to my 401(k)/pension)"
2761,156,Household,Currently looking for a new flatmate
2762,156,Rent,"I pay around $1,373 for one bedroom in a two-bedroom flat ($2,630 for the whole apartment)"
2763,156,Loan Payments,"None! While I officially have no student loans, I pay back my mother $750 monthly."
2764,156,Utilities,"$173 for internet, electric, and council tax"
2765,156,Transportation,$180
2766,156,Phone Bill,I pay my family’s cell-phone bill back in the U.S.: $125
2767,156,Health Insurance,
2768,156,Hulu,$8
2769,156,Spotify,$13
2770,156,American University Radio,$10
2771,157,Industry,Interior Design
2772,157,Age,24
2773,157,Location,Manhattan
2774,157,Salary,"$50,000, with a $3,000 bonus"
2775,157,"Paycheck Amount (2x a month minus taxes, etc.)","$1,403"
2776,157,Number of roommates,1
2777,157,Rent,"$1,380"
2778,157,Loan Payments,None! My parents just offered to pay off the last of them.
2779,157,Utilities,"internet and cable $35, electricity: $20"
2780,157,Transportation,I live within walking distance of my office and walk most places. I fill up a $40 MetroCard about once a month.
2781,157,Phone Bill,"$0, I’m still on my parent's plan"
2782,157,Health Insurance,"$0, I’m still on my parent’s plan"
2783,157,Savings,"I don’t have any taken out of my paycheck, but I try to save around $100 a month. Some months more successfully than others. Though I recently decided to go back to school in the fall, so I’m trying to be more diligent about saving."
2784,157,Renter’s insurance,$20 a month
2785,157,ClassPass,"$125 (since I was a member when it raised its rates, I get to keep the $125 rate till my June billing cycle)"
2786,157,Spotify,$10 a month
2787,158,Industry,Oil & Gas
2788,158,Age,28
2789,158,Location,"Houston, TX"
2790,158,Salary,"$108,000 + 5% living supplement with up to 12% annual bonus. My husband’s salary is $120,000 with up to 8% annual bonus. We keep our finances separate though, so I really only have access to my salary, and we take turns paying for things."
2791,158,Paycheck Amount (2x a month),"$2,353.08 (after health care, taxes, parking, 401(k) and Roth IRA contributions, LTD insurance, and supplemental life insurance are taken out)"
2792,158,# of roommates,"two, a husband and an extremely needy labradoodle."
2793,158,Mortgage,"$1,750 mortgage payment. I currently pay all of it, since my husband is in an extremely pricey private business school, and we are trying to avoid taking out a loan; his salary covers the school payments."
2794,158,Utilities,Husband pays utility bills.
2795,158,Cable/Internet/Phone,"$270.37. We bundled our cable, internet, and home phone, and the cost is about equal to our utility bills. Yes, I know we are getting ripped off, but we love HBO and fast internet."
2796,158,Cell Phone Bill,"I pay my parents $50/month for my cell phone, which is still on the family plan."
2797,158,Transportation,"husband pays car insurance, $60/month for parking."
2798,158,Health Insurance,"$40.60 for health and dental, plus $279.16 into an HSA each month. I pay an additional $16.28 for long-term disability and additional life insurance per month as well."
2799,158,Savings,"$1,075 pre-tax into a 401k account, $1,031.22 into an after-tax Roth account (both taken directly from my paycheck), plus an additional $1,000 per month to personal savings from what I consider my “real” money"
2800,158,Gym,"$30/month through work, plus $260/month in personal training sessions"
2801,158,Dog Day Care,$150/five weeks
2802,158,Dog Grooming,$145
2803,158,Amazon Prime,$89/year. So worth it.
2804,159,Industry,"Higher Education. I work at a prestigious university’s business school as an Academic Events Coordinator, full time. It’s only pretty recently that I’ve felt secure in my career and we’ve started to own nicer things, like decent furniture! My husband and I met teaching English in South Korea in 2010, and spent a year after that living in Australia working low-skill jobs due to the circumstances. This delayed getting on the career ladder right after college, although I graduated in 2009 so there was not much available (especially in a Media and Communications degree)."
2805,159,Age,29
2806,159,Location,"Lakeview, Chicago"
2807,159,Salary,"$42,000. My husband and I keep our finances separate, since he is trying to pay off the last few thousand of his student loans. His salary is around $45,000 base with commission. We split most joint costs."
2808,159,Paycheck Amount (2x a month),"$1133, minus taxes, health care, 403b, and commuter benefits."
2809,159,# of roommates,"2, a husband, and a cat"
2810,159,Rent,We are renting a one bedroom apartment. It’s $1435 per month (I pay $718).
2811,159,Loan Payments,"~$400/month. I save $300 to cover tuition fees every month. I go to grad school part time and I receive a 75% tuition discount for working at the same school, up to $12,000 a year. Each course is approx. $3000, and my work covers 75% of that, so I pay around $750 every quarter out of pocket to avoid taking out loans. I also pay $100 per month towards my UK student loans, which are income assessed. I’ll never pay off these loans ($25,000) so I pay the minimum. After 25 years the UK government will clear the debt. I also currently have about $2,600 in credit card debt, which I'm trying to pay off every month whatever I can. I’ve been trying to reduce this for about a year but the debt kept increasing instead!"
2812,159,Utilities,Internet $60 per month (I pay $30). Electricity $30 (I pay $15)
2813,159,Transportation,$100 per month unlimited subway card. Comes out of my paycheck pre-tax.
2814,159,Phone Bill,$30 a month to my father-in-law – I’m on the family plan.
2815,159,Health Insurance,"Medical $41, Dental $21, Vision $9, Retirement Match $160"
2816,159,Savings,"$7,000 in my 403b. The university pays 5% of eligible earnings (funded entirely by the university) and they match my contributions up to 5%, which is a pretty sweet deal. So I put 5% of the salary into my plan every month to get the most out of this benefit, and the university pays 10%."
2817,159,Pet Insurance,$24 per month (I pay $12)
2818,159,Archie.co,$9 per month. I'm trying to generate traffic to my travel/lifestyle website
2819,159,Netflix,$10 per month
2820,159,Spotify,$5 per month (student discount price)
2821,159,Amazon Prime membership,$50 per year (my half $25)
2822,159,HBO,free (father-in-law's account)
2823,159,Renter’s Insurance,free (husband pays this $12 per month)
2824,160,Industry,Fashion Design
2825,160,Age,34
2826,160,Location,"Live in Brooklyn, work in Manhattan"
2827,160,Salary,"$70,000"
2828,160,Paycheck Amount (2x a month),"$1,749, after taxes"
2829,160,# of roommates,1 (my boyfriend)
2830,160,Rent,"$1,050"
2831,160,Utilities,$100
2832,160,Transportation,$116.50 unlimited monthly Metrocard
2833,160,Phone Bill,$100
2834,160,Health Insurance,$198
2835,160,Vision Insurance,$17
2836,160,Savings,$150 IRA and $100-$200 into my savings account
2837,160,Boxing Gym,$145
2838,160,Netflix and Hulu,$15.98
2839,161,Professional Status,It’s complicated.
2840,161,Industry,Architecture
2841,161,Age,21
2842,161,Location,NYC native in Berlin
2843,161,Salary,"$15/hour, average, 18 hours per week during the school year. Although, when I explained to my supervisor that I was going on a month-long study-abroad trip, he told me that they wouldn't be able to hold the position for me while I was gone. They advised me to ask about the position when I get back to the states to see if there's ""room in the budget"" for another intern. But since I've left, they've terminated my email account and sent my last check home, so it doesn't seem like management wants me. It sucks, because I really enjoyed working with my team and I was getting comfortable there."
2844,161,Paycheck Amount (2x a month),~$430
2845,161,# of roommates,"I used to have four roommates in a two-bedroom in Harlem, but I’ve since moved back home to Queens, because I got tired of waking up at 6:30 a.m. to beat everyone to the bathroom (among other reasons)."
2846,161,Rent,Berlin Airbnb with 2 others: $560 for my portion. (NYC rent was $365 each.)
2847,161,Transportation,$95.33 monthly pass
2848,161,Phone Bill,$30
2849,161,Health Insurance,"$0 — Thanks, mom!"
2850,161,Spotify,$10
2851,162,Industry,Freelance Marketing
2852,162,Age,22
2853,162,Location,"Shanghai, China"
2854,162,Salary,"about $36,000; plus husband’s, a product development manager, $240,000"
2855,162,Paycheck Amount,"$1,000-2,000 every two weeks, paid and stays in the U.S. My husband brings over $2,100 of his paycheck to China each month. The rest of his paycheck ($5,650) + $1,390 in rental income we make on the house we own and my entire paycheck stays in the U.S."
2856,162,# of Roommates,": 2, my husband and our kitten"
2857,162,Rent,"$333 (My husband’s expat contract gave us a $4,166 a month for rent, but we went over by $333, so we pay the difference.)"
2858,162,Mortgage,"$1,050 (on our house back home in Cleveland, OH)"
2859,162,Utilities,"$121 in China (internet, electric, gas, and water); plus $250 in U.S. (for our tenants renting out our house)"
2860,162,Phone Bill,"$90 in the U.S. (We kept our numbers on a low plan, but pay for my mom’s plan); plus $41 in China (my husband’s company covers his)"
2861,162,Car Loan,"$400 (for our car back home, trying to sell it!)"
2862,162,Life Insurance,$300
2863,162,Health Insurance,Husband’s plan covers
2864,162,Retirement,$650
2865,162,Housekeeper,: $83
2866,162,Gym Membership,"$266 each, per year (paid)"
2867,162,Yoga Membership,"$1,750 per year (paid)"
2868,162,"Hulu, Netflix, Spotify, & VPN",$36
2869,162,Money for Travel Savings Account,"$1,325"
2870,162,Transportation,"Husband’s company pays for our driver. Most companies that bring foreigners overseas to work under an expat contract won’t allow the foreigner to drive in the country. If the foreigner gets in an accident, the costs could end up falling on the company, so they prefer to provide their expat workers with drivers to avoid any complications."
2871,163,Industry,Creative
2872,163,Location,Lives in Brooklyn; works in Midtown
2873,163,Salary,"$65,000"
2874,163,Age,27
2875,163,Loan Payments,$185.61
2876,163,"Rent, utilities, and internet","$1,373.89"
2877,163,"$10.40 gym (monthly — I wish I could say I actually go regularly, but I don't)",$40.76 for gym annual fee
2878,164,Industry,Media
2879,164,Location,New York City
2880,164,Salary,"$120,000"
2881,164,Age,27
2882,164,Roommates,1
2883,164,Mortgage,$952.23
2884,164,Monthly Maintenance,$718.42
2885,164,Internet,$40
2886,164,Utilities,$54
2887,165,Industry,Media
2888,165,Location,"Williamsburg, Brooklyn"
2889,165,Number of Roommates,2
2890,165,Salary,"$40,000"
2891,165,Age,28
2892,165,Rent,$900
2893,165,Utilities,$100
2894,166,Industry,Tech
2895,166,Location,Lives in West Hollywood; works on Melrose
2896,166,Salary,"$32,000"
2897,166,Age,24
2898,166,Roommates,1
2899,166,"Rent, utilities, and internet",$900
2900,166,Car payment,$288
2901,166,Car insurance,$80
2902,167,Industry,Media
2903,167,Location,"Astoria, Queens"
2904,167,Salary,"$43,000"
2905,167,Age,28
2906,167,Roommates,1
2907,167,Rent & utilities,"$1,000"
2908,167,New gym membership,$40/month
2909,167,Monthly MTA card,$116.50
2910,168,Industry,Fashion
2911,168,Location,"Manhattan, New York City"
2912,168,Number of Roommates,2
2913,168,Salary,"$65,000"
2914,168,Age,25
2915,168,Rent,"$1,325"
2916,168,"Utilities (Electricity, etc.)",$80
2917,168,Transportation,$116.50 (Monthly MTA)
2918,168,Phone Bill,N/A (On parents' plan)
2919,168,Equinox Membership,$160
2920,168,Kim Kardashian West App,$2.99
2921,169,Industry,Advertising
2922,169,Location,"Portland, OR"
2923,169,Salary,"$60,000"
2924,169,Age,26
2925,169,Roommates,1 (my fiancée)
2926,169,Rent,$625
2927,169,Utilities,$25
2928,169,Gym,$29.99
2929,170,Industry,Tech
2930,170,Location,"Austin, TX"
2931,170,Salary,"$52,500"
2932,170,Age,26
2933,170,Roommates,2
2934,170,"Rent, utilities, and internet",$750
2935,170,Student loans,$318.67
2936,170,Car insurance and gas,$130
2937,170,Cell phone,$75
2938,171,Industry,Teacher
2939,171,Location,"Saratoga County, NY"
2940,171,Salary,"$75,000 (combined with husband's, $240,000)"
2941,171,Age,31
2942,171,Family members,4 (including self)
2943,171,Mortgage on House,"$2,800"
2944,171,Mortgage on rental property,"$1,700"
2945,171,Acura MDX payment,$635.52
2946,171,Childcare,"$1,740"
2947,171,"Cell phone, utilities",~$500
2948,172,Industry,Tech
2949,172,Location,"Lives in San Jose, CA, works in Mountain View, CA"
2950,172,Salary,"$80,000 base + $60,000-80,000 commission"
2951,172,Age,27
2952,172,Roommates,"2 (I’m the ""landlord"")"
2953,172,Rent From Tenant of Mortgage 1,"$1,875"
2954,172,Rent From Tenant of Mortgage 2,"$2,500"
2955,172,Mortgage 1,$1722.09
2956,172,Mortgage 2,$1574.21
2957,172,Internet/Cable,$41.42
2958,172,Utilities,$20
2959,172,Housing Association,$309
2960,172,Water & Garbage,$103.89
2961,172,Gym Membership,$29.99
2962,173,Industry,Social Work
2963,173,Age,28
2964,173,Location,"Iowa City, IA"
2965,173,Salary,"$46,000"
2966,173,# of roommates,0
2967,173,Rent,$565
2968,173,Student loan payments,$467
2969,173,TV/Internet,$56
2970,173,Electricity,~$20
2971,173,Phone bill,$45
2972,173,Retirement fund,~$280
2973,174,Industry,Startup/Content Marketing
2974,174,Age,25
2975,174,Location,"Los Angeles, CA (live in West Hollywood, work in Santa Monica)"
2976,174,Salary,"$73,000 as a contractor, plus $10 to $20K as a freelancer"
2977,174,# of roommates,One (My boyfriend)
2978,174,Rent,"$850 ($1,600 a month for a one-bedroom, rent-controlled apartment. I pay more because my boyfriend drives me to work three mornings a week. It’s a great deal.)"
2979,174,Student loan payments,$500
2980,174,Utilities,$60 (electric and gas; my boyfriend pays for internet)
2981,174,Transportation,"Varies — I don't have a car in L.A. I know, shocking. I moved from San Francisco and then New York, so I never got around to it and I am reluctant of the payment, gas, insurance, parking, and added responsibility."
2982,174,Phone Bill,$75
2983,174,Health Insurance,"$200 (I am a contractor, I don’t have insurance through work.)"
2984,174,ClassPass,$99
2985,174,Spotify Premium,$9.99
2986,174,QuickBooks,$8.00
2987,175,Industry,Media
2988,175,Age,24
2989,175,Location,"New York, NY"
2990,175,Salary,"$55,000"
2991,175,# of roommates,Two
2992,175,Rent,$952
2993,175,Loan payments,$158
2994,175,Utilities,~$23
2995,175,Transportation,~$130 per month ($116 for monthly subway card plus at least one trip to Connecticut)
2996,176,Industry,Finance
2997,176,Location,Singapore
2998,176,Salary,"$117,850 (based on current exchange rate of USD/SGD: 1.4)"
2999,176,Age,29
3000,176,Roommates,1 (husband and dog)
3001,176,Rent,"$1,780 (split 50/50 with my husband)"
3002,176,Utilities,"$300 (50% water and electricity, 50% mobile bills)"
3003,177,Industry,Architecture
3004,177,Age,30
3005,177,Location,Brooklyn (Works in Manhattan)
3006,177,Salary,"$100,000 base + $15,000 bonus"
3007,177,# of roommates,0
3008,177,Rent,"$1275.00 for a studio (It's a teeny place and has its flaws, but I refuse to move since the rent is so cheap.)"
3009,177,Loan payments,$225.00
3010,177,Utilities,$40 (electricity); $90.88 (internet); $18 (gas)
3011,177,Gym,$60
3012,177,Transportation,"$116.50, through TransitChek"
3013,177,Phone Bill,$120.31
3014,177,Savings,$100 a month into a Roth IRA; $500 a month into a savings account. My goal is to save $10K a year for five years to help with a down payment on an apartment.
3015,177,Hulu,: $8.70 (I dropped cable over the summer and do my TV watching through Hulu now.)
3016,177,50 GB iCloud plan,$0.99 a month
3017,177,Renters Insurance,$249.00 (required by my building)
3018,178,Industry,Healthcare
3019,178,Age,22
3020,178,Location,Boston
3021,178,Salary,"$14,000"
3022,178,# Of Roommates,Two
3023,178,Rent,$600
3024,178,Gym membership,$2.50 per month.
3025,178,Loan Payments,$0. The program that I work for rewards educational grants for student loans.
3026,178,Utilities,~$30 after being split three ways.
3027,178,Transportation,"$75 per month for an MBTA pass, expensed by the program."
3028,178,Phone bill,$40 per month. I use last year's tax return for this.
3029,178,Health Insurance,"$0, covered under my parents until I turn 26."
3030,179,Industry,Fashion
3031,179,Location,"Lives in Astoria, NY, works in Midtown, Manhattan"
3032,179,Salary,"$42,000"
3033,179,Biweekly Paycheck,"$1,240"
3034,179,Age,22
3035,179,Roommates,1
3036,179,Rent,"$1,000"
3037,179,Loan Payments,$194
3038,179,Internet,$50 (I pay this myself because my roommate doesn't use it)
3039,179,Electric & Gas,$30 a person
3040,179,Monthly Metro Card,$116.50
3041,179,Phone Bill,$0 (I'm on my parents' plan)
3042,179,Health Insurance,$145
3043,179,Spotify Premium,"$4.99, with a student discount"
3044,179,Squarespace,$10
3045,180,Industry,"Government Affairs, Lobbyist"
3046,180,Age,34
3047,180,Location,"Washington, D.C. (work); Arlington, VA (home)"
3048,180,Salary,"$80,000 + $80,000 (husband)"
3049,180,Paycheck Amount (2x a month),"$3,333.33"
3050,180,Household,"Husband (35), son (2.5)"
3051,180,Rent,"$1,700 for a two-bedroom, one bath"
3052,180,Daycare,"$1,500"
3053,180,Loan Payments,$0! Paid it off last month.
3054,180,Utilities,$150
3055,180,Transportation,$115 (parking)
3056,180,Phone Bill,"I share a family plan with my in-laws, so my portion is $50."
3057,180,Health Insurance,On my husband's plan
3058,180,Google 10GB storage,$1.99
3059,181,Occupation,CPA
3060,181,Industry,Finance
3061,181,Age,29
3062,181,Location,New York City
3063,181,Salary,"$130,000"
3064,181,Paycheck,"$2,523 (net of benefits plus 401(k) contribution of $1,000 per paycheck)"
3065,181,Roommates,0
3066,181,Mortgage,$926.24
3067,181,Maintenance + utilities (gas & electric) + assessment,"$1,261.36"
3068,181,Cell phone,$54.01
3069,181,Cable & internet,$120.10
3070,181,Transit,$116.50
3071,181,Equinox membership,$195.00
3072,182,Industry,Music/Media
3073,182,Age,26
3074,182,Location,"Sydney, Australia"
3075,182,Salary,"$47,625, plus about $2k-$4k as a freelancer"
3076,182,Biweekly Paycheck Amount,"$1,568 (after tax)"
3077,182,# of Roommates,: 2
3078,182,Rent,$777
3079,182,Student Loan Repayments,$144
3080,182,Utilities,"Paid quarterly, but works out to ~$23 a month"
3081,182,Phone Bill,$91.44 (but work covers a third of it)
3082,182,Gym Membership,$86.87
3083,182,Dental Repayments,"$76.20 (I am paying off a $1,524 dentist bill in monthly installments)"
3084,182,Netflix,$6.86
3085,183,Industry,Technology
3086,183,Age,30
3087,183,Location,"Milwaukee, WI"
3088,183,Salary,"$46,000 (+ husband's $38,000)"
3089,183,Paycheck Amount (Every Two Weeks),": $1,250"
3090,183,# of roommates,"2 (husband, 30, and dog, 6)"
3091,183,Mortgage,"$1,092 (actual payment is $992 + $100 extra toward principal loan amount) for 3 bedroom, 1.5 bath house. My husband and I split the mortgage, so my portion is $546."
3092,183,Utilities,"Energy, $139; internet, $58; water, $60"
3093,183,Transportation,~$40 for gas
3094,183,Phone Bill,$0 (I'm on my parents' family plan and they won't let me pay them!)
3095,183,Gym,$95
3096,183,Health Insurance,"$82.55 (health, dental, and vision just for me)"
3097,183,Savings,$200 automatic transfer from checking to savings (my husband and I have separate checking accounts but a combined savings account)
3098,183,Car & Homeowners Insurance,~$200/month
3099,184,Industry,Women’s Health Tech
3100,184,Role,Social Media Manager
3101,184,Age,27
3102,184,Location,"Boston, MA"
3103,184,Roommates,4
3104,184,Salary,"$44,000"
3105,184,"Paycheck Amount (Monthly, post-taxes, etc.)","$2,800"
3106,184,Rent,"$0 (I live with my boyfriend and his friends. The rent itself is dirt-cheap, about $400 per person, but they haven't asked me for rent. It started as me staying over often, then every night, then slowly amassing my things there until it was just like, ""You live here."" It's very chill.)"
3107,184,Car Loan,$150
3108,184,Credit Card Payments,$500
3109,184,Phone Bill,$135
3110,184,Spotify/Netflix,$19
3111,184,Gym membership,$100
3112,185,Industry,"Marketing, freelance. I'm experiencing a post-grad school existential crisis and buying time trying to figure out what to do with my career."
3113,185,Age,29
3114,185,Location,"Williamsburg, Brooklyn"
3115,185,Salary,"$30,000-42,000 (I consistently work for a non-profit part-time, and then pick up freelance projects the other half of my time)"
3116,185,Paycheck Amount (monthly before taxes),"$2,500-3,500 (on a good month)"
3117,185,# of roommates,1 (and a dog)
3118,185,Rent,"$1,450"
3119,185,Loan Payments,$400
3120,185,Utilities,$17 for Time Warner (just internet) + $32 for ConEd
3121,185,Transportation,$60 for the subway
3122,185,Phone Bill,"$40-50 (I use Google’s ProjectFi for my cell phone service provider and it varies per month, based on data usage)"
3123,185,Health Insurance,$126 Oscar Health
3124,185,Spotify,$5 (still on student membership)
3125,185,Hulu,$8
3126,186,Industry,"Education and floral. I'm in school to eventually become a guidance counselor, and recently got a long-term sub gig. On the side, I do freelance floral work for a group of pretty loyal clients."
3127,186,Age,24
3128,186,Location,San Mateo County
3129,186,Salary,$44K plus about $10k for freelance floral and other side/summer jobs
3130,186,Paycheck (every two weeks),"I technically get paid a daily rate, so sometimes there are holidays or three-day weekends that I don't get paid for. On average, my checks end up being about $1,300 after taxes."
3131,186,# of roommates,one (my kid: a 1-and-a-half-year-old)
3132,186,Rent,"$2,400. I live in a three-bedroom house that has a pretty low rent compared to the rest of my town; according to my recent search on Zillow, my rent is about $1k under the going rate."
3133,186,"Utilities (gas, electric, water, garbage)",$250
3134,186,Cable & Internet,$60
3135,186,Car Insurance,$53
3136,186,Phone Bill,$120
3137,186,Health Insurance,$165
3138,186,Childcare,"$400 a month (The total is $800/month, split evenly with my son's dad)"
3139,186,Savings,"Anywhere from $500 to $2,000, depending on the month"
3140,187,Industry,"Biotechnology, data analytics, and strategy. I am extremely lucky to work for a company that has great perks (transportation, subsidized food, cell phone, and a gym — although I don’t use it), not to mention good health care and benefits. My monthly spending would undoubtedly be significantly higher if I switched jobs. It also helps that my office is a big campus/office-park setting where there isn’t a lot of temptation to spend money on lunch."
3141,187,Age,26
3142,187,Location,San Francisco
3143,187,Salary,"$115,000 with $24K pre-tax bonus last year (bonus went straight into savings,minus a $150 celebratory dinner)"
3144,187,Paycheck Amount (2x/month),"$2,638, after taxes, healthcare, HSA account contributions, and maxing out my 401(k) deductions for the year. I consider my monthly take-home pay to be $5,000 and keep the extra $138 in my checking as a cushion."
3145,187,Number of roommates,1 (my fiancé)
3146,187,Rent,"$1,675, my half. We live in decent, but by no means luxurious, one-bedroom apartment (i.e., no dishwasher, no garbage disposal, bathroom with atrocious '70s tile and colors, etc.)"
3147,187,Loans,$0 (very fortunate to have gotten a scholarship and parents paid for room and board)
3148,187,Utilities,"$40, internet. We actually do have cable, because my fiancé likes to watch baseball. If it were up to me, we would just have HBO GO, so he pays the TV portion."
3149,187,Cell Phone,"$0, work pays for it. (I had the option of either getting a second iPhone just for work, or have work pay for my personal phone — clearly chose the latter)."
3150,187,House Cleaning,"$100 a month. We have a housekeeper come twice a month and she charges $100 for each visit, so we take turns paying."
3151,187,Netflix,$8
3152,187,Future Fun,"$450. At the beginning of the year, I tallied up the costs of all the trips, travel, weddings, major gifts, and expenses I knew I had to pay for, and then divided that by 12 to understand what I should be “saving” each month. That way, the big expenses don’t skew the picture of what’s really going on every month and that I don’t overspend in months where I don’t have to buy a plane ticket or gift and feel more flush than usual. As for my own wedding, we are planning on having a small, low-key ceremony at city hall followed by dinner out. Our parents will be graciously picking up the tab for that."
3153,187,Transportation,"$0 fixed. My company runs private shuttles from S.F. to our campus, located in South San Francisco near the airport. My fiancé also has a car (I contribute towards his car insurance, which is included in “Future Fun,” but usually not gas, unless we are taking a trip out of town)."
3154,187,Monthly savings for down payment,"$1,500. I’ve got about $45,000 in savings so far, but the median home price in the Bay Area is like $800K, so it feels like chump change at this point."
3155,187,Leftover discretionary money,"~$1,200"
3156,188,Job,Visual resources graduate assistant at a public university library (20 hours a week); barista (12 hours a week)
3157,188,Age,26
3158,188,Location,"Durham, N.C."
3159,188,Salary,Hourly employee: $15/hour as a graduate assistant and $13.75/hour as a barista.
3160,188,Paycheck Amount,": $1,050 (visual resources) and $505 (barista) per month after taxes. My husband works as a contracted corporate archivist for 14 hours a week, and a library page, for $895 and $750 a month, respectively. We're both in graduate school full-time while working. My husband and I each maintain separate checking and savings accounts, but end up paying most of our paychecks into our joint credit card where almost all of our purchases go."
3161,188,# of roommates,3 (husband and two cats)
3162,188,Rent,"$595, $297.50 for my half"
3163,188,Health Insurance,"The full cost of our medical insurance is $772.82 per month, but we get a $400 per month discount from the health insurance marketplace, making the monthly payment $372.82; $186.41 for my half."
3164,188,Dental Insurance,$42.90; my half: $21.45
3165,188,Utilities,$190; my half: $95
3166,188,Groceries,$480; my half: $240
3167,188,Restaurants,$200; my half: $100
3168,188,Gas,$120; my half: $60
3169,188,Car insurance,$80; my half: $40
3170,188,Netflix,$9; my half: $4.50
3171,188,Renter's Insurance,$120 per year; my half: $60
3172,188,Phone Bill,Free; both of us are still on our families' plans.
3173,188,Hulu,Free; using our friend's login.
3174,188,Savings,"usually saves me around $100 per month; I have $4,500 in federal student loans from grad school, but I am not paying them back until I graduate."
3175,189,Occupation,Receptionist
3176,189,Industry,Finance
3177,189,Location,New York City
3178,189,Age,25
3179,189,Salary,"$46,000 plus overtime (before taxes and transit, health and 401(k) contributions, taken out of each check)"
3180,189,Paycheck (2x a month),"Anywhere between $1,300-$1,650 (depending on overtime)"
3181,189,Roommates,1 (Does your mom count as your roommate? I guess so when you’re forced to pay rent)
3182,189,Rent,"$1,000"
3183,189,Netflix,$9
3184,189,Loans,$250
3185,189,Planet Fitness (gym) membership,$20.89
3186,189,Phone bill,$130.00
3187,189,Health insurance (taken out pre-tax),$166.68
3188,189,401(k) contribution (taken out pre-tax),10% of my biweekly check (last month was a combined total of $199.34)
3189,189,Transit,$116.50 (taken out of paycheck before taxes) for monthly Metro card
3190,190,Industry,Development Studies
3191,190,Age,25
3192,190,Location,Madrid
3193,190,Paycheck amount,"~$837.64 is the scholarship fee I get each month to cover cost of living. (I use my savings for non-essentials like trips, concerts, and clothes.)"
3194,190,# of roommates,"two guys, both Spanish."
3195,190,Rent,"~$301. I found this apartment because a friend of mine is dating my roommate’s best friend. My room is small and pretty basic, but it’s got all I need, and it’s in a decent, central area. The metro and bus are within walking distance. I have a strict policy of not using cabs unless it’s totally worth it, because it’s expensive, and most of the time I can cover distances with public transport. I walk a lot, since I don’t go to the gym or practice any sports here."
3196,190,Loan Payments,None
3197,190,Utilities,"We split the bill three ways, so it’s usually $33-$44 in bills (gas, water, and electricity) plus $13.40 for internet. I share my Netflix account with my family (my dad pays)."
3198,190,Transportation,"$22.34 a month for unlimited metro and bus use. (This rate is valid until you’re 26). $11.17 a month for using the shared city bicycles, which are great now that the weather is good."
3199,190,Phone Bill,$16.75
3200,190,Health Insurance,Covered by my scholarship
3201,190,Donations,$13.40 a month to NGO helping Syrian refugees.
3202,191,Occupation,Attorney
3203,191,Industry,Law
3204,191,Location,"Brooklyn, NY (work in Manhattan)"
3205,191,Age,29
3206,191,Salary,"$240,000 (annually; excludes bonus)"
3207,191,Paycheck Amount (2x a month),"Approximately $7,000 after taxes, insurance, flex spending account, long-term disability, transportation (at this point in the year, my take-home pay is higher, because I no longer contribute to social security or my 401(k))"
3208,191,# of roommates,0 (boyfriend lives with me on weekends)
