mn_exp_amt,mn_exp_rawtext,diary_index
10.38,Vision Insurance,135
615.46,,135
157.8,. My employer matches 200% up to 5% of my salary contributions Roth IRA,135
500.0,Savings Account,135
10.0,Company Charity Campaign,135
20.0,NPR,135
20.0,Southern Poverty Law Center,135
20.0,Oxfam,135
20.0,Planned Parenthood,135
9.99,Netflix,135
0.0,Hulu,135
0.0,HBOGo,135
99.0,Amazon Prime,135
10.0,/year  Birchbox,135
13.0,Fitness,135
0.0,Credit Card Debt,135
180.0,Cell Phone,136
170.0,Cable & Internet,136
175.0,Utilities,136
120.0,Gym Membership,136
80.0,Car Insurance,136
250.0,Roth IRA,136
99.0,Hot Spot Yoga,137
9.99,for an unlimited membership  Dropbox,137
275.0,Health Insurance,137
10.0,Netflix,137
10.0,Spotify,137
35.0,Renters & Life Insurance,137
12.99,Amazon Prime,137
80.0,. I pay monthly because I'm often out of the country and I cancel during travel months.  Car Insurance,137
250.0,IRA Contribution,137
500.0,-,137
10.73,Netflix,138
13.42,Apple Music,138
13.42,Birchbox,138
53.0,Skating,138
671.0,for unlimited ice time at the local rink Charitable Donations,138
1371.0,mostly to youth helplines and youth programs in East London. I've seen firsthand how even a tiny amount can make a massive difference. Savings,138
15.0,Gym,139
5.99,Apple Music,139
15.0,Adobe CC,139
0.99,Apple Storage,139
1000.0,Savings:  ~,139
50.0,"a month, sometimes more. I've had to save up for an apartment deposit the past couple of months, but also have been saving in general.  Cell Phone",139
50.0,. I'm on my parents' plan and I send the money to my dad. Doggie Credit Card,139
50.0,. My family's dog had an unexpected emergency surgery that we had to put on a doggie credit card. I help my dad with a majority of the monthly bill. Health Insurance:  On my mom's plan. Credit Card Debt,139
100.0,-,139
0.0,. I have a small balance on a student credit card. Netflix/Hulu/HBO,139
121.0,! MetroCard,139
30.0,Monthly Subscriptions,140
200.0,Utilities:  ~,140
500.0,Savings,140
250.0,Car Payment,141
300.0,for my leased car Credit Card:  ~,141
1000.0,. I'm trying to quickly pay off a balance of,141
128.52,. Health Insurance,141
354.98,,141
50.0,HSA,141
10.99,and my employer matches. Apple Music,141
37.87,", although I've been thinking about switching to Spotify. Donations",141
20.0,. I donate monthly to an environmental organization to offset my carbon footprint. They have a calculator to figure out how much you impact the environment. I also donate,141
1000.0,/month to Planned Parenthood. Savings,141
240.0,"Pension, Life Insurance, Healthcare:  My monthly pension is deducted from my paycheck pre-tax. My life insurance and healthcare expenses for my high deductible plan are also auto-deducted from my paycheck. Therapy Appointments",142
1500.0,/week for co-pays. (I have to meet a,142
205.0,Parking,142
200.0,/month for parking downtown  Roth IRA,142
185.0,HOA Dues,142
156.0,Auto & Homeowner's Insurance,142
70.0,Cell Phone,142
10.36,Google Music,142
98000.0,Other:  My partner makes,142
68.0,"/year, so he pays for our",142
40.0,"/month solar panels, the",142
25.0,"secondary HOA monthly dues, our variable gas bill (",142
95.0,-,142
70.0,", and our",142
500.0,Car Insurance,143
332.35,every six months to my parents since they pay for the car insurance. Cell Phone,143
25.0,". I pay for my family's lines, and my boyfriend recently joined our plan. He pays me back every month though (",143
45.0,", and my sister pays for her monthly device payment (",143
0.0,.  Internet & Electricity,143
0.0,. Parents take care of this. Amazon Prime,143
10.99,. Mooch off my brother's student Prime subscription. Netflix,143
0.0,Savings,143
15000.0,for now. I have about,143
11000.0,in savings and,143
70.0,Car Insurance,144
65.0,Phone,144
21.0,Netflix & Hulu,144
12.99,Spotify,144
50.0,Barre Studio,144
121.0,Unlimited MetroCard,145
5.0,Spotify,145
0.0,Netflix,145
25.0,. I mooch off my friend's account. Utilities,145
25.0,Internet,145
0.0,"Gym Membership:  N/A — I bought a Groupon deal for 10 kickboxing classes, it has lasted me well over three months. Health Insurance",145
180.0,~,145
9.99,Apple Music,146
22.95,. It's a necessity.  Audible,146
8.99,. I drive quite a bit and audiobooks helps me enjoy the time. Netflix,146
15.0,The New York Time s,146
9.99,". After the last election, I felt it was my civic duty to keep myself, and everyone around me, aware.  Dropbox",146
120.0,Verizon,146
200.0,-,146
150.0,. My company pays for,146
120.0,.  Car Insurance & Registration,146
500.0,". I pay my auto insurance bi-annually, so every month, I have an automatic withdrawal set up. Savings",146
500.0,. I set up an auto-withdrawal on the first of each month to put,146
9.0,Netflix,147
13.0,HBO Now,147
98.0,Health Insurance,147
25.0,Gas,147
75.0,-,147
45.0,Power:  ~,147
50.0,,147
150.0,Credit Card Debt,147
150.0,"minimum. It's been a rough year with very unexpected expenses, including emergency vet and dental bills. Those took a huge hit on both my savings and my credit card balance. I'm working hard to compensate for both. Savings",147
450.0,Credit Card Debt,148
50.0,". I went through a nasty divorce and was left with half of our marital debt at the end. Most of it was his, but Georgia is an equal opportunity state. I won't make this mistake ever again.  Electric:  ~",148
50.0,Wi-Fi & Basic Cable,148
9.99,which my roommate covers. I pay for electric so we just call it even.  Hulu & Netflix,148
89.0,. I pay for Hulu and a girlfriend pays for Netflix. Phone,148
101.0,"5% of every paycheck, and my company matches. Medical, Dental, Health & Life Insurance",148
141.0,of each paycheck Unlimited MetraCard,148
200.0,pre-tax Investments: ~,148
216.0,"Health, Dental & Vision Insurance",149
136.0,"10% of my income with a 4% company match. This, along with my taxes and insurance, is automatically withheld from my paycheck.  Auto, Homeowner & Umbrella Liability Insurance",149
40.0,Life Insurance Premium,149
458.0,each quarter  Roth IRA,149
833.0,/month  Savings,149
250.0,Electricity:  ~,149
47.0,Internet,149
0.0,Netflix & HBO,149
10.5,. I use my boyfriend's accounts. Apple Music,149
130.0,Lawn Service,149
60.0,each quarter Cell Phone,149
42.0,Gym Membership,149
60.0,Massage Envy Membership,149
50.0,Dog Grooming,149
2500.0,"Credit Card Debt:  None. Typically, I charge",149
790.0,Advertisement Retirement & Health Insurance:  I have around,150
145.0,"/month taken out of my paycheck pre-tax for various retirement accounts, as well as",150
50.0,for health and dental insurance. Roth IRA,150
50.25,Car Insurance,150
50.0,Cell phone,150
45.0,Internet,150
20.0,Power,150
3.0,iCloud storage,150
0.99,Spotify Premium,150
550.0,Savings,150
55.0,"for the summer. We don't get paid for two months of the year, so we have to set money aside to pay ourselves. It's a pain, but has made me a very careful budgeter! ClassPass",150
65.0,Pet Insurance,151
85.0,Phone Bill,151
15.0,Frozen ClassPass,151
85.0,Water Bill,151
125.0,Car Insurance,151
100.0,Energy Bill,151
1600.0,Robo-Investment Account,151
300.0,Advertisement Health Insurance,151
700.0,,151
2140.0,Mortgage,152
0.0,Student Loan Payments,152
205.0,Car Lease,152
0.0,Health Insurance,152
12.0,Netflix,152
100.0,Monthly Parking,152
180.0,for my husband's parking space Cable & Internet,152
250.0,Gas & Electric,152
38.0,Water,152
160.0,Cell Phone,152
500.0,Savings,152
2000.0,-,152
309.0,Advertisement Additional Expenses Daycare,152
50.0,Utilities,153
60.0,-,153
50.0,Internet,153
121.0,Transportation,153
200.0,for an unlimited MetroCard  Health Insurance,153
100.0,"/month. I'm currently freelancing at my job, and health insurance is not provided  Investments",153
500.0,/month to a mutual fund and,153
5500.0,quarterly to a Roth IRA (I'll add more at the end of the year to make the maximum contribution of,153
45.0,MyTherapist.com,153
119.07,Car Insurance,154
0.0,Health Insurance,154
40.0,. I'm still on my parents' plan.  Cell Phone,154
31.0,. I pay my parents for my share of the family plan. Gym Membership,154
20.0,. I am on a family membership to the Y with my brother and my fiancé. Stitch Fix,154
0.0,"every other month. Netflix, Hulu, Amazon Prime:  None. I mooch off my parents. HBOGo",154
35.0,. I mooch off my cousin. Evernote Plus Subscription,154
700.0,"/year. I use the paid version so that I can access it on my phone, personal computer, and work computer. Savings:  ~",154
1300.0,-,154
120.0,Electric & Trash:  ~,155
15.0,Gas:  ~,155
60.72,Internet,155
9.99,Spotify,155
63.54,Phone,155
29.99,Husband's Photoshop Adobe Package,155
50.0,Phone,156
34.69,. I'm on my parents' plan but I set it up so my bank automatically sends a check every month for my share.  Internet,156
45.0,for my share Gas & Electricity:  About,156
100.0,". This varies, but this is an estimate based on our cost this month last year.  Car Insurance",156
121.0,high insurance payments.  Metro Card,156
9.99,Spotify,156
9.99,Netflix,156
0.0,. I share with my roommate.  Hulu,156
0.0,. I use my sister's.  Amazon Prime,156
10.99,. My roommate pays for our Amazon prime every year since I handle Netflix.  Sephora Beauty Box,156
20.0,Gym,156
10.0,Planned Parenthood Donation,156
162.48,,156
75.0,. My company matches.  Savings:  I have,156
352.42,Utilities,157
527.03,Transportation,157
150.0,for my car and car insurance Fitness,157
557.0,/week to meet with a personal trainer and nutritionist Car Registration,157
108.67,/year Phone Bill,157
400.0,"Health Insurance:  I am currently uninsured, but it typically costs",157
15000.0,/month and up for private insurance. Savings,157
750.0,Car Insurance,158
99.0,one-time payment for six months  Amazon Prime,158
23.0,one-time payment Wi-Fi,158
40.0,Electricity,158
70.0,-,158
11.0,Gym Membership,158
7.0,/month Crunchyroll Subscription,158
150.0,Utilities & Internet,159
79.99,/month Gym,159
9.95,/month Movie Pass,159
100.0,/month eTrade,159
220.0,/month Metra Unlimited,159
0.0,/month Netflix,159
0.0,. Mooching off my mom. Spotify,159
1100.0,My Mom's Rent,160
42.0,Cell Phone,160
50.0,Internet & Electricity,160
440.0,,160
500.0,Roth IRA,160
101.0,Medical & Dental Insurance,160
1000.0,Savings:  ~,160
64.0,"/month, or whatever is leftover from my spending. We plan to use this for a house down payment/our future childrens' college fund. Magazines:  I get a bunch of subscriptions for free through a survey site, on which I spend",160
5.0,/year. I pay ~,160
99.0,/month for other magazine subscriptions.  Amazon Prime,160
12.58,Renter's Insurance,161
30.0,Electric,161
35.0,-,161
44.0,Phone Bill,161
120.0,my share in a family plan. Groceries,161
150.0,-,161
4.99,Netflix,161
355.74,for DVD rental. I don't have internet or cable. Credit Card,161
71.01,on my current balance. I primarily pay bills and make purchases with my credit card to gain cash back rewards. The balance is paid each cycle so I won't incur interest or late fees. Climb Nashville Membership,161
90.0,Tithe,161
21.0,Cell Phone,162
79.0,Gym Membership,162
45.0,Car Insurance,162
270.0,. (I pay,162
24.0,Health Insurance,162
108.0,. I pay partial because I'm not full-time. I don't actually know how they got this number; my company puts,162
83.0,"into my HSA because I chose the high-deductible plan which is cheaper for them, so they put the extra money into my HSA. HSA",162
939.0,my contribution Roth,162
375.0,. The company matches 4% (or,162
910.0,Investments,162
97000.0,". I auto-deposit this into pre-selected Vanguard funds, in two installments. I only started investing a few months ago and previously held all my savings in a savings account. I save a lot because I don't know what my future self will want, but I know I'll need money to make it happen. I plan to use some of it for Project Tater Tot. I have",162
45000.0,"in investments,",162
7000.0,"in retirement, and",162
55.0,Gym Membership,163
18.0,Internet,163
20.0,Gas & Electricity,163
180.0,Health Insurance,163
650.0,,163
70.0,Phone,164
0.99,Apple Storage,164
4.99,Spotify & Hulu,164
280.0,Personal Trainer,164
40.0,Therapist,164
200.0,"/session, usually every week but it depends  Gas",164
25.0,. I drive often for school and work. Savings,164
4.99,Spotify,165
121.0,Metro Card,165
100.0,Internet & ConEd:  ~,165
700.0,"for my half, less when it gets cold Savings",165
69.0,"on my credit card, which I pay in full every month. I have no credit card debt. Gym Membership",166
85.0,(discounted from,166
31.0,Cell Phone,166
40.0,Migraine Prescription,166
39.53,Wi-Fi,167
30.0,Utilities:  ~,167
100.0,Transportation,167
500.0,. I take the L and/or a bus everyday so I set up my Ventra card to auto-reload. Credit Card Debt:  ~,167
600.0,-,167
300.0,". Over the summer, I put a lot of my daily expenses on a credit card and paid it off in full the next month. I'm trying to shift away from that because I felt that I was overspending. IRS Debt",167
50.0,". I was extremely fortunate that my parents paid for most of my undergrad degree, and I received grants to cover the remainder. But because my parents could no longer claim me as a dependent on their taxes, my grant money was technically considered income on my taxes this year. I'm slowly chipping away at the debt and hope to pay it off next month. Savings:  ~",167
205.0,Gym,168
400.0,. (This price includes a corporate discount because of my firm. We also get,168
20.0,ConEd:  ~,168
25.0,after splitting with BF Internet,168
120.0,after splitting with BF Family,168
121.0,for my sister's allowance while she's at college. I do this mostly to help my parents. MetroCard,168
10.0,Tidal,168
8.0,Hulu,168
80.0,Laundry:  ~,168
70.0,Cell Phone,168
80.0,"toward my parents' plan, but my firm gives me",168
5.38,/month to read work emails on my personal device. Renter's Insurance,168
200.0,and deposit at least,168
180.0,Husband's Student Loans,169
400.0,Car Payment,169
1000.0,Credit Card Debt,169
8000.0,. We paid for our wedding ourselves and owe about,169
260.0,on a 0% APR card.  Yoga,169
30.0,Cable,169
11.99,. I get a discount through work. Hulu,169
137.0,. I hate commercials! Cell Phone Plan,169
600.0,for service and phone payments. My in-laws are on our plan. Retirement,169
127.0,s and employee stock option plans. Healthcare,169
10.0,HSA,169
10.0,/paycheck Monthly Medication,169
24000.0,". I'm lucky that I have great health insurance. I have ankylosing spondylitis and need to take a shot every two weeks. Without insurance, the shots cost about",169
1042.0,,170
180.0,"Dental, Medical & Vision:  Mostly covered by employer; my share is",170
299.0,/month pretax. Car Lease,170
102.0,"Car Insurance:  I make a lump sum payment every six months, but that breaks down to ~",170
300.0,/month. Indexed Universal Life Insurance,170
50.0,Housekeeper,170
50.0,(My roommate also pays,170
40.0,Gym,170
0.0,Cell Phone,170
148.0,Cable & Internet,170
30.0,Gas & Electric,170
2.99,iCloud storage,170
14.95,Audible,170
12.99,— I'm obsessed with audiobooks! Spotify,170
99.0,Amazon Prime,170
15.0,/year The New York Times,170
9.0,Netflix,170
5.99,Hulu,170
180.0,Car Insurance,171
90.0,Cell Phone,171
158.0,Solar Power,171
90.0,. We just got solar installed at our home!  Vivint Home Monitoring,171
20.0,Hulu & Netflix,171
32.0,Health Insurance,171
160.0,,171
75.0,Electric & Gas:  ~,172
83.0,varies monthly.  Cable & Internet,172
600.0,Credit Card Debt,172
10.75,+  Spotify,172
165.8,. Health/HSA/Vision/Dental,172
20.0,pre-tax Charitable Donation,172
20.25,out of my check automatically.  Renter's Insurance,172
0.0,Cell Phone,172
91.0,Car Insurance,173
34.0,Gym Membership,173
50.0,Internet,173
0.0,Streaming Services,173
0.0,". We use my boyfriend's Netflix, Hulu, and other accounts and call it even after I pay internet. Cell Phone",173
0.0,". Lucky to still be on the family plan, which my mom pays for. Health & Dental Insurance",173
200.0,; it's fully covered by work. Credit Card Debt,173
5000.0,. Some financially irresponsible decisions after undergrad left me with about,173
300.0,in credit card debt that I am trying to pay off. I put more money toward this some months if I'm able. Savings,173
150.0,. I have an automatic transfer of,173
0.0,Cell Phone,174
42.0,". Still on the family plan. Another shout out to the 'rents. My parents have generously let me stay on their plan, and in return I share my  NYT ,  WaPo ,  The New Yorker , and Amazon Prime subscriptions with them. We all take a heavy interest in the news and political commentary, and two-day shipping, so it works out. Internet",174
110.0,Health Insurance,174
1438.0,,174
175.0,Company Stock Purchasing Program,174
400.0,. Company-offered program where employees can purchase company stock at a discount. Savings,174
9000.0,". Have no specific goals for the funds yet, but grad school and/or owning property could be neat at some point. I have",174
35000.0,"in savings,",174
33000.0,"in retirement, and",174
40.0,in investments.  Charitable Donations,174
7.5,". I support the UN refugee agency, my local food bank, and an org called Developments in Literacy, which builds schools in Pakistan. The New York Times",174
3.99,The Washington Post,174
5.67,The New Yorker :  Comes out to,174
8.25,/month Amazon Prime:  Comes out to,174
65.0,Yoga,175
70.0,Spin Package,175
0.0,Phone,175
55.0,; I'm on my parents' plan. Children's Orphanage & Catholic Charities,175
1.0,Apple Storage,175
32.0,Insurance,175
850.0,"My company will start contributing 3% now that I've worked here six months, and I have about",175
1545.0,account. I need to figure out how to manage these. Savings,175
200.0,". I pretend that I only get paid once a month and put every other paycheck into savings. I want to buy my own house and hope to accomplish that by my 23rd birthday. I use the other paycheck for all my expenses, and save whatever remains (I aim for at least",175
40.0,Health Insurance,176
91.0,each paycheck Car Insurance,176
13.07,Renter's Insurance,176
70.0,Utilities:  ~,176
24.0,Internet,176
20.0,Water Bill,176
1300.0,Savings,176
1600.0,-,176
20000.0,. I'm currently building up my base savings; some of it is in investment accounts as well. Once I hit,176
10.45,Gym,177
9.95,MoviePass,177
9.99,Spotify,177
179.0,Health Insurance,177
0.0,Hulu & Netflix,177
0.0,". I use my parents' accounts. Cable & Internet, Water & Electricity",177
550.0,. Included in,177
13.42,Renter's Insurance,178
9.99,", which includes C.  Spotify",178
51.05,"15% of every paycheck Medical, Dental, Health & Life Insurance",178
121.0,Unlimited MetroCard,178
1050.0,pre-tax Investments,178
121.0,MetroCard,179
75.0,for a monthly unlimited Savings,179
9.99,a month into savings Spotify,179
150.0,"Water, Gas & Electric",180
37.75,"Cable, Internet & Home Security",180
281.0,". I work for a cable company, so I only pay for equipment and taxes, but I have all the bells and whistles.  Lease Payment",180
100.0,House Cleaner,180
137.0,Cell Phone,180
50.0,including payment plan for my iPhone 7 Exterminator,180
30.0,Gym,180
500.0,Savings,180
550.0,Car Insurance,180
1710.0,,181
170.0,Recurring Charitable Payments,181
175.0,"to UNICEF, Doctors Without Borders, Los Angeles LBGT Center Wine Shipments",181
500.0,Meal Deliveries,181
560.0,Housekeeper,181
110.0,Pool Man,181
95.0,Gardener,181
350.0,Dry Cleaning & Laundry Service,181
75.0,Subscriptions,181
38000.0,"for Netflix, ABC Mouse, various magazines, etc.  Bonus Deductions:  Out of our annual bonuses, we pay for additional income taxes, over and above withholding (",181
24000.0,", and pre-school tuition (",181
2.0,Prescription,182
125.0,MetroCard,182
100.0,,182
1000.0,Tuition,183
320.0,. My husband is in school full-time for business degree. Utilities,183
145.0,"for water, electricity, and gas Cable & Internet",183
115.0,/month Cell Phone,183
10.0,— mine and husband's Netflix,183
150.0,Church,183
130.0,Car Insurance,183
4000.0,— mine and husband's. Both vehicles are paid off. Credit Card,183
4500.0,"on average, but this is variable. We pay it off in full every month. Savings",183
3000.0,.,183
1500.0,for us and,183
1000.0,"for my parents, invested by a financial firm. Emergency Fund",183
2000.0,-,183
50.0,", but I pay",184
12.0,/month for unlimited classes. Netflix,184
8.0,. My whole family uses my log-in. Spotify,184
50.0,Car Cleaning Product Delivery,184
1000.0,"for professional car detailing products every three months. It's a hobby; it's therapeutic, and also a little weird, but my car looks damn good. Personal   Savings",184
500.0,"into personal savings. I pay nothing for my current housing or car. I could contribute more, but I like shoes and travel.  Joint Savings",184
200.0,in joint savings with my boyfriend. He contributes around,184
25.0,"right now as he is paying off med school loans. Marriage is a sure thing for us, and once married, we have decided that we will combine all our finances. Until then, I started a savings account that he cosigned on, most likely to be used to buy property to build a house on. FaceTory Subscription",184
350.0,Daily Dog Walker,185
75.0,Family,185
150.0,-,185
150.0,to each of my nephews' college funds Gas Payment,185
50.0,Electric Payment,185
80.0,Cell Phone,185
45.0,— but work reimburses me,185
98.0,Internet,185
45.0,Water,185
50.0,Planned Parenthood Donation,185
50.0,Gym Membership,185
17.0,ASPCA Donation,185
9.0,Starz,185
70.0,. We use my boyfriend's Netflix and HBO accounts. Public Transportation,185
1.8,"/month on average. My subway card auto-refills when it gets low, but it's",185
10.0,per ride. I have it set to refill in,185
750.0,Contribution,185
500.0,pre-tax  Primary Savings,185
250.0,. I also move to savings anything left in my checking account at the end of the month. Acorns Investment App,185
250.0,Vanguard Individual Investment Account,185
50.0,Water,186
350.0,Dog Walker,186
225.0,,186
157.0,Car Insurance,186
55.0,Internet,186
179.0,Electric,186
10.0,Running App,186
166.0,Gas,186
11.0,Birchbox,186
200.0,Pet Food,186
200.0,Church Donation,186
100.0,Amazon Prime,186
378.0,/year Dog's Physical Therapy,186
500.0,/month. He has hip dysplasia and goes to water therapy twice a month.  Savings:  At least,186
105.0,Utilities,187
200.0,Car Insurance,187
45.0,Car Payments:  None! I finished paying for my car last year. Phone Bill:  Work pays Gym,187
300.0,for L.A. Fitness Savings,187
1000.0,Credit Card:  Usually around,188
1100.0,-,188
198.0,". I definitely try to pay it off every month, even if that means putting less in savings. Car Payment",188
11000.0,. I bought a new car in August 2016 and put down,188
135.0,when I purchased it. Utilities & Internet,188
89.0,Cell Phone,188
40.0,". I'm still paying off a phone that I bought a year ago, on top of my monthly payments. Gas",188
1500.0,. My car gets incredibly good mileage. Savings,188
2000.0,-,188
68.0,/month. It varies. Health & Dental Insurance,188
210.0,,188
40.0,taken out of my paychecks Masters Swim Team,188
9.0,Netflix,188
30.0,iPhone,189
71.68,Gym,189
8.0,Gas,189
35.0,Electricity,189
0.0,Health Insurance,189
65.65,. My job provides me with healthcare at no cost. Union Fees,189
75.0,/bimonthly to the UFT Savings,189
201.25,/week Retirement Fund,189
100.0,Maintenance & Condo Emergency Fund,190
800.0,/month left in the account for maintenance on condo in D.C. Savings,190
400.0,. (I send,190
37.0,Internet,190
50.0,Electric:  ~,190
80.0,Insurance,190
65.0,"for car, renters, homeowners, and personal property insurance Medical Insurance: C overed by work Vision, Dental, Life & Disability Insurances",190
500.0,,190
60.0,HSA,190
12.0,Hulu:  About,190
4.0,Pandora,190
1.0,Apple Cloud Storage Upgrade,190
25.0,Phone,190
99.0,". I'm still on the family plan, but I pay for my portion every month. Amazon Prime",190
28.0,Transportation,191
112.0,/week for unlimited rides on the CTA. (This comes out to,191
80.0,Utilities:  About,191
77.0,"a month for my share of gas, heat, electric, and internet.  Cell Phone",191
100.0,"for my share of an unlimited plan, and paying off my iPhone.  Credit Cards",191
70.0,/month across two cards. I always pay more when I can. Savings,191
13.0,"I contribute 4.5% from each paycheck, and it is matched by my company.  Netflix",191
10.0,Amazon Prime,191
11.0,Spotify Premium,191
10.0,ACLU Donation,191
53.0,Utilities,192
45.0,Cell Phone,192
35.8,to my mom as part of our family plan Health Insurance,192
0.32,pre-tax from my paycheck Vision,192
2.76,pre-tax from my paycheck  Dental,192
13.64,pre-tax from paycheck FSA,192
1.94,Long-Term Disability Insurance,192
121.0,MetroCard,192
9.0,pre-tax from paycheck Spotify,192
240.0,Renter's Insurance,192
30.0,/year Donations,192
55.0,Gym Membership,193
100.0,"for ClassPass, plus a free gym at work Cell Phone",193
120.0,Car & Renter's Insurance,193
200.0,Health Insurance:  ~,193
95.0,Medical & Dental,194
21.0,Gym Membership,194
78.0,Car Insurance,194
400.0,Car Payment,194
280.0,. I only owe,194
43.0,"/month, but I overpay over each month. Streaming Services",194
135.0,"for YouTube Red, Spotify, Netflix, and Hulu. I stream a lot and let my friends mooch because I'm a saint. Cell Phone",194
80.0,. Phone service in Alaska is ridiculous.  Credit Card Debt,194
100.0,and it accumulates about,194
200.0,-,194
300.0,~,194
2000.0,". I've been aggressively paying off medical and utility debts I racked up when I was worse off financially. I've paid off a number of creditors and I'm down to just the one, THANK GOD. Less than",194
300.0,left! Savings,194
23.0,Retirement Fund,195
23.0,/week. I deduct,195
38.0,"/week into a retirement fund, which is managed by  Betterment, an online investment tool. The fees are 0.25% of yearly investments, and the online brokers I use take it automatically out of my savings account so I don't have to think about it.  YMCA Membership",195
68.0,"/month. Based on your income and monthly expenses, the Y subsidizes the usual monthly membership, which is",195
15.0,/month. I just filled out an application on its website.  Spotify Premium and Apple Music,195
85.0,"/month, combined.  Groceries:  ~",195
0.0,/month for weekly organic produce delivery.  Phone bill,195
0.0,Health and dental insurance,195
75.0,ClassPass,196
25.0,Blink Fitness,196
120.0,Cell Phone,196
10.0,Spotify,196
10.0,Netflix,196
49.99,FabFitFun Box,196
88.0,"quarterly. Utilities, TV & Internet:  My BF pays for all of them. I usually try to give him money for it, but he never takes it. Health, Dental & FSA Contribution",196
562.5,Contribution,196
300.0,Car Payment,197
100.0,. I bought out my car lease a few days ago!  Car Insurance,197
8.0,Hulu,197
10.0,Pandora,197
15.0,Audible,197
0.0,Cell Phone,197
160.0,. My employer pays for this. Gym Membership,197
600.0,,197
30.0,. No match until next year.  Internet,197
90.0,. I split the,197
20.0,bill three ways with some of the other girls in the building. Gas and Electric,197
50.0,-,197
1000.0,depending on the season. Savings,197
10.0,Netflix,198
600.0,"Hulu, HBO GO, and Amazon Prime:  From family. I share my Netflix password with them in exchange. Car Insurance",198
700.0,every six months. It's almost,198
100.0,"but I pay in full for a discount, so it works out to about",198
200.0,/month. Miscellaneous Transport:  About,198
100.0,Phone Bill,198
29.0,including,198
100.0,/month charge for the Samsung Galaxy S7. Gym/Yoga Classes:  Generally about,198
92.0,Car Insurance,199
12.0,Netflix,199
33.0,It Works,199
10.0,Spotify,199
167.0,Phone Bill,199
15.0,HBO Now,199
200.0,Credit Card Payment,199
500.0,Savings,199
600.0,Rent,200
135.0,"for my half. My boyfriend's parents own the apartment we live in, and we both pay them rent.  Loan Payments",200
31.0,Transportation,200
0.0,for a weekly MetroCard. I prefer to buy weekly's because it's less money all at once and I budget that way. Utilities,200
0.0,it's included in my rent Health Insurance,200
9.99,still on my mother's insurance. Spotify,200
7.0,Website Hosting,200
200.0,Savings,200
0.0,Rent,201
4.99,". It would be too expensive to live in Paris on my salary, so I'm living at my grandma's appartment  Spotify Premium",201
39.0,Monthly Metro & Bus Pass,201
92.0,Meals:  ~,201
9.6,. My work gives me,201
1300.0,Monthly Housing Costs,202
2700.0,(my portion of our,202
50.0,,202
84.0,Health Insurance,202
412.0,,202
90.0,Cable & Internet,202
210.0,(total cost is,202
50.0,Electric,202
10.0,Spotify,202
205.0,Gym,202
0.0,"Netflix, Amazon Prime, & Cellphone",202
40.0,Utility bill,203
40.0,; Electricity bill,203
44.0,; Internet,203
354.0,; Car payment,203
93.0,; Car insurance,203
10.0,; Spotify,203
850.0,Monthly Housing Costs,204
297.5,Monthly Loan Payments,204
200.0,"for student loans. I qualify for loan forgiveness so my loans are income-based. Utilities, Cable, Internet",204
0.0,on average for my share Netflix,204
10.0,Spotify,204
70.0,Union Dues,204
200.0,"a month, taken out of my paycheck directly Credit Cards",204
75.0,. I'm in the process of paying them off completely. Cell Phone,204
200.0,. I get a 25% discount on my plan through my job.  Savings,204
1000.0,Monthly Housing Costs,205
720.0,mortgage Monthly Loan Payments,205
240.0,"Water, Sewer, Trash, Internet, Phone, Propane, Heating Oil",205
1200.0,Credit Card Payments on 0% Interest Balance:  ~,205
600.0,Retirement Contribution:  My employer deducts a mandatory contribution of,205
200.0,"which they match 62% of, and I contribute an additional",205
92.0,.  Health Savings Account,205
65.0,Union Dues,205
45.0,Car insurance & Gas,205
17.5,Chicken Feed,205
10.0,Netflix,205
150.0,Contribution To Joint Grocery Checking Account,205
300.0,Joint Travel Savings Account,205
582.45,Monthly Housing Costs:  I own a shared apartment and personally pay,206
833.0,"in condo maintenance fees, property taxes, insurance, utilities, etc.  Grad School Student Loans",206
20.0,Transportation,206
95.11,"for gas. We recently gave up our spot in a garage because even if we get seven parking tickets in a month, it would still cost less. We just have to move the car every other morning — ugh. Phone",206
162.4,Health Insurance,206
33.53,", deducted from paycheck Subscriptions:  Netflix, Hulu, Squarespace, Lightroom",206
160.0,Housekeeper,206
53.33,for a biweekly cleaning; I pay,206
132.6,Gym membership,206
800.0,Savings,206
458.0,"into joint savings,",206
400.0,"into Roth IRA,",206
1300.0,Monthly Housing Costs,207
2700.0,. Split somewhat evenly with my boyfriend. The entire apartment is,207
550.0,.  Monthly Loan Payments:  My parents paid 100% of my college tuition. Credit Card Payments,207
250.0,Travel Savings,207
700.0,Savings,207
0.0,Utilities,207
160.0,. My boyfriend pays the electric and water bill (usually around,207
120000.0,"because he makes a lot more than I do, over",207
0.0,.  Transportation,207
0.0,Phone Bill,207
0.0,I'm on a family plan with my parents Health Insurance,207
13.99,completely covered by my company  Dental Insurance,207
950.0,Monthly Housing Costs,208
1900.0,. (Total is,208
1000.0,"We also had a ""free rent month"" deal in January as a part of our lease agreement. I make it a point to adjust my spending so that I always ""rollover"" into the new month with at least",208
0.0,", and that free month of rent helps.  Monthly Loan Payments",208
40.0,"in student loans for now — deferred 'cause grad school, but savings plan will turn into loan payments later.  Utilities :  ~",208
131.0,Cell Phone,208
40.0,. I just got a new phone and I'm making monthly payments on top of the data plan. Internet,208
13.0,Spotify,208
8.0,Netflix,208
