title,value,diary_index
Renter’s insurance,$20 a month,157
ClassPass,"$125 (since I was a member when it raised its rates, I get to keep the $125 rate till my June billing cycle)",157
Spotify,$10 a month,157
Industry,Oil & Gas,158
Age,28,158
Location,"Houston, TX",158
Salary,"$108,000 + 5% living supplement with up to 12% annual bonus. My husband’s salary is $120,000 with up to 8% annual bonus. We keep our finances separate though, so I really only have access to my salary, and we take turns paying for things.",158
Paycheck Amount (2x a month),"$2,353.08 (after health care, taxes, parking, 401(k) and Roth IRA contributions, LTD insurance, and supplemental life insurance are taken out)",158
# of roommates,"two, a husband and an extremely needy labradoodle.",158
Mortgage,"$1,750 mortgage payment. I currently pay all of it, since my husband is in an extremely pricey private business school, and we are trying to avoid taking out a loan; his salary covers the school payments.",158
Utilities,Husband pays utility bills.,158
Cable/Internet/Phone,"$270.37. We bundled our cable, internet, and home phone, and the cost is about equal to our utility bills. Yes, I know we are getting ripped off, but we love HBO and fast internet.",158
Cell Phone Bill,"I pay my parents $50/month for my cell phone, which is still on the family plan.",158
Transportation,"husband pays car insurance, $60/month for parking.",158
Health Insurance,"$40.60 for health and dental, plus $279.16 into an HSA each month. I pay an additional $16.28 for long-term disability and additional life insurance per month as well.",158
Savings,"$1,075 pre-tax into a 401k account, $1,031.22 into an after-tax Roth account (both taken directly from my paycheck), plus an additional $1,000 per month to personal savings from what I consider my “real” money",158
Gym,"$30/month through work, plus $260/month in personal training sessions",158
Dog Day Care,$150/five weeks,158
Dog Grooming,$145,158
Amazon Prime,$89/year. So worth it.,158
Industry,"Higher Education. I work at a prestigious university’s business school as an Academic Events Coordinator, full time. It’s only pretty recently that I’ve felt secure in my career and we’ve started to own nicer things, like decent furniture! My husband and I met teaching English in South Korea in 2010, and spent a year after that living in Australia working low-skill jobs due to the circumstances. This delayed getting on the career ladder right after college, although I graduated in 2009 so there was not much available (especially in a Media and Communications degree).",159
Age,29,159
Location,"Lakeview, Chicago",159
Salary,"$42,000. My husband and I keep our finances separate, since he is trying to pay off the last few thousand of his student loans. His salary is around $45,000 base with commission. We split most joint costs.",159
Paycheck Amount (2x a month),"$1133, minus taxes, health care, 403b, and commuter benefits.",159
# of roommates,"2, a husband, and a cat",159
Rent,We are renting a one bedroom apartment. It’s $1435 per month (I pay $718).,159
Loan Payments,"~$400/month. I save $300 to cover tuition fees every month. I go to grad school part time and I receive a 75% tuition discount for working at the same school, up to $12,000 a year. Each course is approx. $3000, and my work covers 75% of that, so I pay around $750 every quarter out of pocket to avoid taking out loans. I also pay $100 per month towards my UK student loans, which are income assessed. I’ll never pay off these loans ($25,000) so I pay the minimum. After 25 years the UK government will clear the debt. I also currently have about $2,600 in credit card debt, which I'm trying to pay off every month whatever I can. I’ve been trying to reduce this for about a year but the debt kept increasing instead!",159
Utilities,Internet $60 per month (I pay $30). Electricity $30 (I pay $15),159
Transportation,$100 per month unlimited subway card. Comes out of my paycheck pre-tax.,159
Phone Bill,$30 a month to my father-in-law – I’m on the family plan.,159
Health Insurance,"Medical $41, Dental $21, Vision $9, Retirement Match $160",159
Savings,"$7,000 in my 403b. The university pays 5% of eligible earnings (funded entirely by the university) and they match my contributions up to 5%, which is a pretty sweet deal. So I put 5% of the salary into my plan every month to get the most out of this benefit, and the university pays 10%.",159
Pet Insurance,$24 per month (I pay $12),159
Archie.co,$9 per month. I'm trying to generate traffic to my travel/lifestyle website,159
Netflix,$10 per month,159
Spotify,$5 per month (student discount price),159
Amazon Prime membership,$50 per year (my half $25),159
HBO,free (father-in-law's account),159
Renter’s Insurance,free (husband pays this $12 per month),159
Industry,Fashion Design,160
Age,34,160
Location,"Live in Brooklyn, work in Manhattan",160
Salary,"$70,000",160
Paycheck Amount (2x a month),"$1,749, after taxes",160
# of roommates,1 (my boyfriend),160
Rent,"$1,050",160
Utilities,$100,160
Transportation,$116.50 unlimited monthly Metrocard,160
Phone Bill,$100,160
Health Insurance,$198,160
Vision Insurance,$17,160
Savings,$150 IRA and $100-$200 into my savings account,160
Boxing Gym,$145,160
Netflix and Hulu,$15.98,160
Professional Status,It’s complicated.,161
Industry,Architecture,161
Age,21,161
Location,NYC native in Berlin,161
Salary,"$15/hour, average, 18 hours per week during the school year. Although, when I explained to my supervisor that I was going on a month-long study-abroad trip, he told me that they wouldn't be able to hold the position for me while I was gone. They advised me to ask about the position when I get back to the states to see if there's ""room in the budget"" for another intern. But since I've left, they've terminated my email account and sent my last check home, so it doesn't seem like management wants me. It sucks, because I really enjoyed working with my team and I was getting comfortable there.",161
Paycheck Amount (2x a month),~$430,161
# of roommates,"I used to have four roommates in a two-bedroom in Harlem, but I’ve since moved back home to Queens, because I got tired of waking up at 6:30 a.m. to beat everyone to the bathroom (among other reasons).",161
Rent,Berlin Airbnb with 2 others: $560 for my portion. (NYC rent was $365 each.),161
Transportation,$95.33 monthly pass,161
Phone Bill,$30,161
Health Insurance,"$0 — Thanks, mom!",161
Spotify,$10,161
Industry,Freelance Marketing,162
Age,22,162
Location,"Shanghai, China",162
Salary,"about $36,000; plus husband’s, a product development manager, $240,000",162
Paycheck Amount,"$1,000-2,000 every two weeks, paid and stays in the U.S. My husband brings over $2,100 of his paycheck to China each month. The rest of his paycheck ($5,650) + $1,390 in rental income we make on the house we own and my entire paycheck stays in the U.S.",162
# of Roommates,": 2, my husband and our kitten",162
Rent,"$333 (My husband’s expat contract gave us a $4,166 a month for rent, but we went over by $333, so we pay the difference.)",162
Mortgage,"$1,050 (on our house back home in Cleveland, OH)",162
Utilities,"$121 in China (internet, electric, gas, and water); plus $250 in U.S. (for our tenants renting out our house)",162
Phone Bill,"$90 in the U.S. (We kept our numbers on a low plan, but pay for my mom’s plan); plus $41 in China (my husband’s company covers his)",162
Car Loan,"$400 (for our car back home, trying to sell it!)",162
Life Insurance,$300,162
Health Insurance,Husband’s plan covers,162
Retirement,$650,162
Housekeeper,: $83,162
Gym Membership,"$266 each, per year (paid)",162
Yoga Membership,"$1,750 per year (paid)",162
"Hulu, Netflix, Spotify, & VPN",$36,162
Money for Travel Savings Account,"$1,325",162
Transportation,"Husband’s company pays for our driver. Most companies that bring foreigners overseas to work under an expat contract won’t allow the foreigner to drive in the country. If the foreigner gets in an accident, the costs could end up falling on the company, so they prefer to provide their expat workers with drivers to avoid any complications.",162
Industry,Creative,163
Location,Lives in Brooklyn; works in Midtown,163
Salary,"$65,000",163
Age,27,163
Loan Payments,$185.61,163
"Rent, utilities, and internet","$1,373.89",163
"$10.40 gym (monthly — I wish I could say I actually go regularly, but I don't)",$40.76 for gym annual fee,163
Industry,Media,164
Location,New York City,164
Salary,"$120,000",164
Age,27,164
Roommates,1,164
Mortgage,$952.23,164
Monthly Maintenance,$718.42,164
Internet,$40,164
Utilities,$54,164
Industry,Media,165
Location,"Williamsburg, Brooklyn",165
Number of Roommates,2,165
Salary,"$40,000",165
Age,28,165
Rent,$900,165
Utilities,$100,165
Industry,Tech,166
Location,Lives in West Hollywood; works on Melrose,166
Salary,"$32,000",166
Age,24,166
Roommates,1,166
"Rent, utilities, and internet",$900,166
Car payment,$288,166
Car insurance,$80,166
Industry,Media,167
Location,"Astoria, Queens",167
Salary,"$43,000",167
Age,28,167
Roommates,1,167
Rent & utilities,"$1,000",167
New gym membership,$40/month,167
Monthly MTA card,$116.50,167
Industry,Fashion,168
Location,"Manhattan, New York City",168
Number of Roommates,2,168
Salary,"$65,000",168
Age,25,168
Rent,"$1,325",168
"Utilities (Electricity, etc.)",$80,168
Transportation,$116.50 (Monthly MTA),168
Phone Bill,N/A (On parents' plan),168
Equinox Membership,$160,168
Kim Kardashian West App,$2.99,168
Industry,Advertising,169
Location,"Portland, OR",169
Salary,"$60,000",169
Age,26,169
Roommates,1 (my fiancée),169
Rent,$625,169
Utilities,$25,169
Gym,$29.99,169
Industry,Tech,170
Location,"Austin, TX",170
Salary,"$52,500",170
Age,26,170
Roommates,2,170
"Rent, utilities, and internet",$750,170
Student loans,$318.67,170
Car insurance and gas,$130,170
Cell phone,$75,170
Industry,Teacher,171
Location,"Saratoga County, NY",171
Salary,"$75,000 (combined with husband's, $240,000)",171
Age,31,171
Family members,4 (including self),171
Mortgage on House,"$2,800",171
Mortgage on rental property,"$1,700",171
Acura MDX payment,$635.52,171
Childcare,"$1,740",171
"Cell phone, utilities",~$500,171
Industry,Tech,172
Location,"Lives in San Jose, CA, works in Mountain View, CA",172
Salary,"$80,000 base + $60,000-80,000 commission",172
Age,27,172
Roommates,"2 (I’m the ""landlord"")",172
Rent From Tenant of Mortgage 1,"$1,875",172
Rent From Tenant of Mortgage 2,"$2,500",172
Mortgage 1,$1722.09,172
Mortgage 2,$1574.21,172
Internet/Cable,$41.42,172
Utilities,$20,172
Housing Association,$309,172
Water & Garbage,$103.89,172
Gym Membership,$29.99,172
Industry,Social Work,173
Age,28,173
Location,"Iowa City, IA",173
Salary,"$46,000",173
# of roommates,0,173
Rent,$565,173
Student loan payments,$467,173
TV/Internet,$56,173
Electricity,~$20,173
Phone bill,$45,173
Retirement fund,~$280,173
Industry,Startup/Content Marketing,174
Age,25,174
Location,"Los Angeles, CA (live in West Hollywood, work in Santa Monica)",174
Salary,"$73,000 as a contractor, plus $10 to $20K as a freelancer",174
# of roommates,One (My boyfriend),174
Rent,"$850 ($1,600 a month for a one-bedroom, rent-controlled apartment. I pay more because my boyfriend drives me to work three mornings a week. It’s a great deal.)",174
Student loan payments,$500,174
Utilities,$60 (electric and gas; my boyfriend pays for internet),174
Transportation,"Varies — I don't have a car in L.A. I know, shocking. I moved from San Francisco and then New York, so I never got around to it and I am reluctant of the payment, gas, insurance, parking, and added responsibility.",174
Phone Bill,$75,174
Health Insurance,"$200 (I am a contractor, I don’t have insurance through work.)",174
ClassPass,$99,174
Spotify Premium,$9.99,174
QuickBooks,$8.00,174
Industry,Media,175
Age,24,175
Location,"New York, NY",175
Salary,"$55,000",175
# of roommates,Two,175
Rent,$952,175
Loan payments,$158,175
Utilities,~$23,175
Transportation,~$130 per month ($116 for monthly subway card plus at least one trip to Connecticut),175
Industry,Finance,176
Location,Singapore,176
Salary,"$117,850 (based on current exchange rate of USD/SGD: 1.4)",176
Age,29,176
Roommates,1 (husband and dog),176
Rent,"$1,780 (split 50/50 with my husband)",176
Utilities,"$300 (50% water and electricity, 50% mobile bills)",176
Industry,Architecture,177
Age,30,177
Location,Brooklyn (Works in Manhattan),177
Salary,"$100,000 base + $15,000 bonus",177
# of roommates,0,177
Rent,"$1275.00 for a studio (It's a teeny place and has its flaws, but I refuse to move since the rent is so cheap.)",177
Loan payments,$225.00,177
Utilities,$40 (electricity); $90.88 (internet); $18 (gas),177
Gym,$60,177
Transportation,"$116.50, through TransitChek",177
Phone Bill,$120.31,177
Savings,$100 a month into a Roth IRA; $500 a month into a savings account. My goal is to save $10K a year for five years to help with a down payment on an apartment.,177
Hulu,: $8.70 (I dropped cable over the summer and do my TV watching through Hulu now.),177
50 GB iCloud plan,$0.99 a month,177
Renters Insurance,$249.00 (required by my building),177
Industry,Healthcare,178
Age,22,178
Location,Boston,178
Salary,"$14,000",178
# Of Roommates,Two,178
Rent,$600,178
Gym membership,$2.50 per month.,178
Loan Payments,$0. The program that I work for rewards educational grants for student loans.,178
Utilities,~$30 after being split three ways.,178
Transportation,"$75 per month for an MBTA pass, expensed by the program.",178
Phone bill,$40 per month. I use last year's tax return for this.,178
Health Insurance,"$0, covered under my parents until I turn 26.",178
Industry,Fashion,179
Location,"Lives in Astoria, NY, works in Midtown, Manhattan",179
Salary,"$42,000",179
Biweekly Paycheck,"$1,240",179
Age,22,179
Roommates,1,179
Rent,"$1,000",179
Loan Payments,$194,179
Internet,$50 (I pay this myself because my roommate doesn't use it),179
Electric & Gas,$30 a person,179
Monthly Metro Card,$116.50,179
Phone Bill,$0 (I'm on my parents' plan),179
Health Insurance,$145,179
Spotify Premium,"$4.99, with a student discount",179
Squarespace,$10,179
Industry,"Government Affairs, Lobbyist",180
Age,34,180
Location,"Washington, D.C. (work); Arlington, VA (home)",180
Salary,"$80,000 + $80,000 (husband)",180
Paycheck Amount (2x a month),"$3,333.33",180
Household,"Husband (35), son (2.5)",180
Rent,"$1,700 for a two-bedroom, one bath",180
Daycare,"$1,500",180
Loan Payments,$0! Paid it off last month.,180
Utilities,$150,180
Transportation,$115 (parking),180
Phone Bill,"I share a family plan with my in-laws, so my portion is $50.",180
Health Insurance,On my husband's plan,180
Google 10GB storage,$1.99,180
Occupation,CPA,181
Industry,Finance,181
Age,29,181
Location,New York City,181
Salary,"$130,000",181
Paycheck,"$2,523 (net of benefits plus 401(k) contribution of $1,000 per paycheck)",181
Roommates,0,181
Mortgage,$926.24,181
Maintenance + utilities (gas & electric) + assessment,"$1,261.36",181
Cell phone,$54.01,181
Cable & internet,$120.10,181
Transit,$116.50,181
Equinox membership,$195.00,181
Industry,Music/Media,182
Age,26,182
Location,"Sydney, Australia",182
Salary,"$47,625, plus about $2k-$4k as a freelancer",182
Biweekly Paycheck Amount,"$1,568 (after tax)",182
# of Roommates,: 2,182
Rent,$777,182
Student Loan Repayments,$144,182
Utilities,"Paid quarterly, but works out to ~$23 a month",182
Phone Bill,$91.44 (but work covers a third of it),182
Gym Membership,$86.87,182
Dental Repayments,"$76.20 (I am paying off a $1,524 dentist bill in monthly installments)",182
Netflix,$6.86,182
Industry,Technology,183
Age,30,183
Location,"Milwaukee, WI",183
Salary,"$46,000 (+ husband's $38,000)",183
Paycheck Amount (Every Two Weeks),": $1,250",183
# of roommates,"2 (husband, 30, and dog, 6)",183
Mortgage,"$1,092 (actual payment is $992 + $100 extra toward principal loan amount) for 3 bedroom, 1.5 bath house. My husband and I split the mortgage, so my portion is $546.",183
Utilities,"Energy, $139; internet, $58; water, $60",183
Transportation,~$40 for gas,183
Phone Bill,$0 (I'm on my parents' family plan and they won't let me pay them!),183
Gym,$95,183
Health Insurance,"$82.55 (health, dental, and vision just for me)",183
Savings,$200 automatic transfer from checking to savings (my husband and I have separate checking accounts but a combined savings account),183
Car & Homeowners Insurance,~$200/month,183
Industry,Women’s Health Tech,184
Role,Social Media Manager,184
Age,27,184
Location,"Boston, MA",184
Roommates,4,184
Salary,"$44,000",184
"Paycheck Amount (Monthly, post-taxes, etc.)","$2,800",184
Rent,"$0 (I live with my boyfriend and his friends. The rent itself is dirt-cheap, about $400 per person, but they haven't asked me for rent. It started as me staying over often, then every night, then slowly amassing my things there until it was just like, ""You live here."" It's very chill.)",184
Car Loan,$150,184
Credit Card Payments,$500,184
Phone Bill,$135,184
Spotify/Netflix,$19,184
Gym membership,$100,184
Industry,"Marketing, freelance. I'm experiencing a post-grad school existential crisis and buying time trying to figure out what to do with my career.",185
Age,29,185
Location,"Williamsburg, Brooklyn",185
Salary,"$30,000-42,000 (I consistently work for a non-profit part-time, and then pick up freelance projects the other half of my time)",185
Paycheck Amount (monthly before taxes),"$2,500-3,500 (on a good month)",185
# of roommates,1 (and a dog),185
Rent,"$1,450",185
Loan Payments,$400,185
Utilities,$17 for Time Warner (just internet) + $32 for ConEd,185
Transportation,$60 for the subway,185
Phone Bill,"$40-50 (I use Google’s ProjectFi for my cell phone service provider and it varies per month, based on data usage)",185
Health Insurance,$126 Oscar Health,185
Spotify,$5 (still on student membership),185
Hulu,$8,185
Industry,"Education and floral. I'm in school to eventually become a guidance counselor, and recently got a long-term sub gig. On the side, I do freelance floral work for a group of pretty loyal clients.",186
Age,24,186
Location,San Mateo County,186
Salary,$44K plus about $10k for freelance floral and other side/summer jobs,186
Paycheck (every two weeks),"I technically get paid a daily rate, so sometimes there are holidays or three-day weekends that I don't get paid for. On average, my checks end up being about $1,300 after taxes.",186
# of roommates,one (my kid: a 1-and-a-half-year-old),186
Rent,"$2,400. I live in a three-bedroom house that has a pretty low rent compared to the rest of my town; according to my recent search on Zillow, my rent is about $1k under the going rate.",186
"Utilities (gas, electric, water, garbage)",$250,186
Cable & Internet,$60,186
Car Insurance,$53,186
Phone Bill,$120,186
Health Insurance,$165,186
Childcare,"$400 a month (The total is $800/month, split evenly with my son's dad)",186
Savings,"Anywhere from $500 to $2,000, depending on the month",186
Industry,"Biotechnology, data analytics, and strategy. I am extremely lucky to work for a company that has great perks (transportation, subsidized food, cell phone, and a gym — although I don’t use it), not to mention good health care and benefits. My monthly spending would undoubtedly be significantly higher if I switched jobs. It also helps that my office is a big campus/office-park setting where there isn’t a lot of temptation to spend money on lunch.",187
Age,26,187
Location,San Francisco,187
Salary,"$115,000 with $24K pre-tax bonus last year (bonus went straight into savings,minus a $150 celebratory dinner)",187
Paycheck Amount (2x/month),"$2,638, after taxes, healthcare, HSA account contributions, and maxing out my 401(k) deductions for the year. I consider my monthly take-home pay to be $5,000 and keep the extra $138 in my checking as a cushion.",187
Number of roommates,1 (my fiancé),187
Rent,"$1,675, my half. We live in decent, but by no means luxurious, one-bedroom apartment (i.e., no dishwasher, no garbage disposal, bathroom with atrocious '70s tile and colors, etc.)",187
Loans,$0 (very fortunate to have gotten a scholarship and parents paid for room and board),187
Utilities,"$40, internet. We actually do have cable, because my fiancé likes to watch baseball. If it were up to me, we would just have HBO GO, so he pays the TV portion.",187
Cell Phone,"$0, work pays for it. (I had the option of either getting a second iPhone just for work, or have work pay for my personal phone — clearly chose the latter).",187
House Cleaning,"$100 a month. We have a housekeeper come twice a month and she charges $100 for each visit, so we take turns paying.",187
Netflix,$8,187
Future Fun,"$450. At the beginning of the year, I tallied up the costs of all the trips, travel, weddings, major gifts, and expenses I knew I had to pay for, and then divided that by 12 to understand what I should be “saving” each month. That way, the big expenses don’t skew the picture of what’s really going on every month and that I don’t overspend in months where I don’t have to buy a plane ticket or gift and feel more flush than usual. As for my own wedding, we are planning on having a small, low-key ceremony at city hall followed by dinner out. Our parents will be graciously picking up the tab for that.",187
Transportation,"$0 fixed. My company runs private shuttles from S.F. to our campus, located in South San Francisco near the airport. My fiancé also has a car (I contribute towards his car insurance, which is included in “Future Fun,” but usually not gas, unless we are taking a trip out of town).",187
Monthly savings for down payment,"$1,500. I’ve got about $45,000 in savings so far, but the median home price in the Bay Area is like $800K, so it feels like chump change at this point.",187
Leftover discretionary money,"~$1,200",187
Job,Visual resources graduate assistant at a public university library (20 hours a week); barista (12 hours a week),188
Age,26,188
Location,"Durham, N.C.",188
Salary,Hourly employee: $15/hour as a graduate assistant and $13.75/hour as a barista.,188
Paycheck Amount,": $1,050 (visual resources) and $505 (barista) per month after taxes. My husband works as a contracted corporate archivist for 14 hours a week, and a library page, for $895 and $750 a month, respectively. We're both in graduate school full-time while working. My husband and I each maintain separate checking and savings accounts, but end up paying most of our paychecks into our joint credit card where almost all of our purchases go.",188
# of roommates,3 (husband and two cats),188
Rent,"$595, $297.50 for my half",188
Health Insurance,"The full cost of our medical insurance is $772.82 per month, but we get a $400 per month discount from the health insurance marketplace, making the monthly payment $372.82; $186.41 for my half.",188
Dental Insurance,$42.90; my half: $21.45,188
Utilities,$190; my half: $95,188
Groceries,$480; my half: $240,188
Restaurants,$200; my half: $100,188
Gas,$120; my half: $60,188
Car insurance,$80; my half: $40,188
Netflix,$9; my half: $4.50,188
Renter's Insurance,$120 per year; my half: $60,188
Phone Bill,Free; both of us are still on our families' plans.,188
Hulu,Free; using our friend's login.,188
Savings,"usually saves me around $100 per month; I have $4,500 in federal student loans from grad school, but I am not paying them back until I graduate.",188
Occupation,Receptionist,189
Industry,Finance,189
Location,New York City,189
Age,25,189
Salary,"$46,000 plus overtime (before taxes and transit, health and 401(k) contributions, taken out of each check)",189
Paycheck (2x a month),"Anywhere between $1,300-$1,650 (depending on overtime)",189
Roommates,1 (Does your mom count as your roommate? I guess so when you’re forced to pay rent),189
Rent,"$1,000",189
Netflix,$9,189
Loans,$250,189
Planet Fitness (gym) membership,$20.89,189
Phone bill,$130.00,189
Health insurance (taken out pre-tax),$166.68,189
401(k) contribution (taken out pre-tax),10% of my biweekly check (last month was a combined total of $199.34),189
Transit,$116.50 (taken out of paycheck before taxes) for monthly Metro card,189
Industry,Development Studies,190
Age,25,190
Location,Madrid,190
Paycheck amount,"~$837.64 is the scholarship fee I get each month to cover cost of living. (I use my savings for non-essentials like trips, concerts, and clothes.)",190
# of roommates,"two guys, both Spanish.",190
Rent,"~$301. I found this apartment because a friend of mine is dating my roommate’s best friend. My room is small and pretty basic, but it’s got all I need, and it’s in a decent, central area. The metro and bus are within walking distance. I have a strict policy of not using cabs unless it’s totally worth it, because it’s expensive, and most of the time I can cover distances with public transport. I walk a lot, since I don’t go to the gym or practice any sports here.",190
Loan Payments,None,190
Utilities,"We split the bill three ways, so it’s usually $33-$44 in bills (gas, water, and electricity) plus $13.40 for internet. I share my Netflix account with my family (my dad pays).",190
Transportation,"$22.34 a month for unlimited metro and bus use. (This rate is valid until you’re 26). $11.17 a month for using the shared city bicycles, which are great now that the weather is good.",190
Phone Bill,$16.75,190
Health Insurance,Covered by my scholarship,190
Donations,$13.40 a month to NGO helping Syrian refugees.,190
Occupation,Attorney,191
Industry,Law,191
Location,"Brooklyn, NY (work in Manhattan)",191
Age,29,191
Salary,"$240,000 (annually; excludes bonus)",191
Paycheck Amount (2x a month),"Approximately $7,000 after taxes, insurance, flex spending account, long-term disability, transportation (at this point in the year, my take-home pay is higher, because I no longer contribute to social security or my 401(k))",191
# of roommates,0 (boyfriend lives with me on weekends),191
Rent,"$2,750 per month for a one-bedroom with a home office",191
Loan Payments,$0 (full scholarships to undergrad and law school),191
Utilities,$55 (average for gas and electric),191
Transportation,$125 (pre-tax; deducted from paycheck),191
Phone Bill,$69,191
Health Insurance,Deducted from paycheck,191
Renter's Insurance,$18,191
Savings,"$18,000 per year to 401(k), $5,500 per year to IRA, $900 per month to investment account, $1,000 per month to long-term savings (all fixed amounts; excess amounts of my salary are saved for short-term goals, like travel, new furniture, gifts, down payment, etc.). I use a zero-based budgeting program (You Need A Budget), so all of my dollars are accounted for as soon as I get paid.",191
Netflix,$8.99,191
Cable/internet/landline,$123 (Time Warner. Can't give this up!),191
Charities,"$400 to 500 a month on average, more toward the end of the year",191
Subscriptions,"$40 per month (makeup box, PBS, magazines)",191
Cleaning service,"$110 every two weeks, plus $25 tip each week",191
Gym membership,Equinox ($40 with discount),191
Industry,"I work part-time at a law firm as a document clerk, and one day a week at an upscale grocery store. I’m starting grad school for speech pathology in the fall.",192
Age,23,192
Location,"Louisville, KY",192
Wage,"Law firm as a document clerk for $13 an hour, with 37.5 hours a week. I also work 8.5 hours a week at a grocery store for $9.50 an hour.",192
Paycheck Amount (every 2 weeks),Around $850 after taxes and the parking-garage fee,192
# of roommates,0,192
Rent,$530,192
Loan Payments,None (yet)! I was blessed with a school that gives great financial aid as well as some scholarships.,192
Utilities,"Now that it’s summer, about $40. I’m cold-blooded, so I keep it hot.",192
Transportation,"$40 for the parking garage, taken out of my paychecks. $50 for gas. $75 for car insurance.",192
Phone Bill,$0. Still on the family plan.,192
Health Insurance,$0. Still on my parents’ plan.,192
Savings,"I automatically send $50/paycheck ($100/month) to a high-interest savings account, and $25/month to a 529 account for education expenses. At the end of the month, I transfer as much as I can afford to savings. It’s been as high as $400 and as low as $0, depending on if I have to make big purchases that month.",192
Spotify,$10,192
Gym,$10,192
Netflix,Free (I use my family’s account),192
Charity,$38,192
Internet,$35,192
Industry,Digital Media/Editorial,193
Age,22,193
Location,NYC,193
Salary,"$32,000, plus freelance work",193
Paycheck Amount (2x a month),"~$1,200",193
# of roommates,1,193
Rent,$760,193
Loan Payments,Theyhaven’t kicked in yet; I just graduated in May and don’t have to begin making payments for six months. My parents also offered to make my loan payments until I have a more permanent/higher-paying job.,193
Utilities,"$25 for internet, around $40 for electricity",193
Transportation,Monthly Metrocard $116,193
Phone Bill,"Still on family plan, all paid for by my parents",193
Health Insurance,Still on parents’ insurance,193
Savings,"I opened a Mutual Funds account several years ago and make deposits whenever I come into extra cash. (There’s around $8,000 in there currently.)",193
Occupation,"Events, Partnerships and Promotion Coordinator",194
Industry,Fashion,194
Age,21,194
Location,"Paris, France",194
Salary,"$25,668 (24,000 euros)",194
Paycheck (once a month),"$2,139 per month (2,000 euros), but I only get about $1,600 per month after taxes and benefits.",194
Rent,"$0. It would be too expensive to live in Paris on my salary, so I'm living at my grandma's appartment",194
Spotify Premium,$4.99 (with student discount),194
Monthly Metro & Bus Pass,: $39 for half of it (my work pays for the other half),194
Meals,"~$92. My work gives me $9.60 in meal tickets for each day that I work, which I can use at most restaurants and cafés for lunch, but half of that money is taken from my salary.",194
Industry,Finance,195
Age,27,195
Location,NYC,195
Salary,"$82,500",195
Paycheck Amount (2x a month),"$2,200",195
Monthly Housing Costs,"$1,300 (my portion of our $2,700 rent - shared with my fiancé)",195
Transit (Taken out of paycheck pre-tax),$50,195
Health Insurance,"$84 for dental, medical, and vision",195
401(k),"$412 (6% of my paycheck, taken out pretax)",195
Cable & Internet,"$90 (total cost is $210, but fiancé pays more because he needs Redzone)",195
Electric,$50 (my half),195
Spotify,$10,195
Gym,$205,195
"Netflix, Amazon Prime, & Cellphone","$0, still on Dad's plan (Thanks, Dad!)",195
Savings,Whatever's left after my credit card bill is paid,195
Occupation,Customer Success Specialist,196
Industry,Health IT,196
Age,26,196
Location,"Plano, TX",196
Salary,"$40,000",196
Paycheck Amount (2x month),"$1,245",196
Gender Identity,Female,196
Monthly Housing Costs,$775,196
Monthly Loan Payments,$189,196
All Other Utility bill,$40,196
Electricity bill,$40,196
Internet,$44,196
Car payment,$354,196
Car insurance,$93,196
Spotify,$10,196
Industry,Public Health,197
Age,34,197
Location,"Brooklyn, NY",197
Salary,"$55,000",197
Paycheck Amount (biweekly ),"$1,550",197
Monthly Housing Costs,"$850 (My share, I live with my boyfriend)",197
Monthly Loan Payments,$297.50 for student loans. I qualify for loan forgiveness so my loans are income-based.,197
"Utilities, Cable, Internet",: $200 on average for my share,197
Netflix,: $0 (use my sister's account),197
Spotify,$10,197
Union Dues,"$70 a month, taken out of my paycheck directly",197
Credit Cards,$200. I'm in the process of paying them off completely.,197
Cell Phone,$75. I get a 25% discount on my plan through my job.,197
Savings,$200 a month. I haven't set up a retirement account through my job but I have one at my bank and I usually make one big deposit at the end of the year to my IRA.,197
Industry,"Government, plus a side job at a restaurant",198
Age,33,198
Location,"Juneau, Alaska",198
Salary,"$63,000 and another $10,000 from waiting tables.",198
Paycheck Amount (2x month),"$1740 in take-home pay, $400 tips from serving",198
Monthly Housing Costs,"$1,000 mortgage",198
Monthly Loan Payments,$720,198
"Water, Sewer, Trash, Internet, Phone, Propane, Heating Oil",$240 (my half),198
Credit Card Payments on 0% Interest Balance,"~$1,200",198
Retirement Contribution,"My employer deducts a mandatory contribution of $600 which they match 62% of, and I contribute an additional $200.",198
Health Savings Account,$92,198
Union Dues,$65,198
Car insurance & Gas,$45,198
Chicken Feed,$17.50 (my half),198
Netflix,$10,198
Contribution To Joint Grocery Checking Account,$150 (my half),198
Joint Travel Savings Account,$300 (my half),198
Industry,Art,199
Age,31,199
Location,"New York, NY",199
Salary,"$85,000",199
Paycheck Amount (2x per month),"$2,100",199
Monthly Housing Costs,"I own a shared apartment and personally pay $582.45 in condo maintenance fees, property taxes, insurance, utilities, etc.",199
Grad School Student Loans,$833,199
Transportation,"$20 for gas. We recently gave up our spot in a garage because even if we get seven parking tickets in a month, it would still cost less. We just have to move the car every other morning — ugh.",199
Phone,$95.11,199
Health Insurance,"$162.40, deducted from paycheck",199
Subscriptions,"Netflix, Hulu, Squarespace, Lightroom: $33.53",199
Housekeeper,$160 for a biweekly cleaning; I pay $53.33,199
Gym membership,: $132.60,199
Savings,"$800 into joint savings, $458 into Roth IRA, $400 into various funds.",199
Industry,Tech,200
Age,27,200
Location,"San Francisco, CA",200
Salary,"$60,000.00",200
Paycheck Amount (2x month),"$1,705.29",200
Gender Identity,Female,200
